throughput,frame_nr,pkt_nr,n_elements
8,520,79926,128
8,520,79965,128
8,520,80004,11
8,521,80080,128
8,521,80119,128
8,521,80157,11
8,522,80234,128
8,522,80272,128
8,522,80311,7
8,523,80387,128
8,523,80426,128
8,523,80465,7
8,524,80541,128
8,524,80580,128
8,524,80619,8
8,525,80695,128
8,525,80734,128
8,525,80772,6
8,526,80849,128
16,0,56,128
16,0,95,9
16,1,171,128
16,1,210,128
16,2,324,128
16,2,363,128
16,2,401,4
16,3,478,128
16,3,516,128
16,3,555,5
16,4,631,128
16,4,670,128
16,4,709,6
16,5,785,128
16,5,824,128
16,5,862,6
16,6,938,128
16,6,977,128
16,6,1016,5
16,7,1092,128
16,7,1131,128
16,8,1245,128
16,8,1284,128
16,9,1398,128
16,9,1474,127
16,10,1550,128
16,10,1589,128
16,10,1628,7
16,11,1704,128
16,11,1743,128
16,11,1782,8
16,12,1858,128
16,12,1897,128
16,12,1935,9
16,13,2011,128
16,13,2050,128
16,13,2089,7
16,14,2165,128
16,14,2204,128
16,14,2243,6
16,15,2319,128
16,15,2358,128
16,15,2396,10
16,16,2473,128
16,16,2512,128
16,16,2550,12
16,17,2626,128
16,17,2665,128
16,17,2704,5
16,18,2780,128
16,18,2819,128
16,18,2858,8
16,19,2934,128
16,19,2972,128
16,19,3011,6
16,20,3087,128
16,20,3126,128
16,20,3165,8
16,21,3241,128
16,21,3280,128
16,21,3319,10
16,22,3395,128
16,22,3434,128
16,22,3472,7
16,23,3549,128
16,23,3587,128
16,23,3626,8
16,24,3702,128
16,24,3741,128
16,24,3780,12
16,25,3856,128
16,25,3895,128
16,25,3934,7
16,26,4010,128
16,26,4049,128
16,26,4087,3
16,27,4163,128
16,27,4202,128
16,27,4241,11
16,28,4317,128
16,28,4356,128
16,28,4394,12
16,29,4471,128
16,29,4509,128
16,29,4548,11
16,30,4624,128
16,30,4663,128
16,30,4702,3
16,31,4778,128
16,31,4817,128
16,31,4856,9
16,32,4932,128
16,32,4971,128
16,32,5009,11
16,33,5086,128
16,33,5124,128
16,33,5163,9
16,34,5239,128
16,34,5278,128
16,34,5317,7
16,35,5393,128
16,35,5432,128
16,35,5470,10
16,36,5547,128
16,36,5585,128
16,36,5624,11
16,37,5700,128
16,37,5739,128
16,37,5778,12
16,38,5854,128
16,38,5893,128
16,38,5932,7
16,39,6008,128
16,39,6047,128
16,39,6085,4
16,40,6162,128
16,40,6200,128
16,40,6239,8
16,41,6315,128
16,41,6354,128
16,41,6393,11
16,42,6469,128
16,42,6508,128
16,42,6546,8
16,43,6623,128
16,43,6661,128
16,43,6700,6
16,44,6776,128
16,44,6815,128
16,44,6854,9
16,45,6930,128
16,45,6969,128
16,45,7007,7
16,46,7084,128
16,46,7123,128
16,46,7161,11
16,47,7237,128
16,47,7276,128
16,47,7315,9
16,48,7391,128
16,48,7430,128
16,48,7469,10
16,49,7545,128
16,49,7584,128
16,49,7622,10
16,50,7699,128
16,50,7737,128
16,50,7776,9
16,51,7852,128
16,51,7891,128
16,51,7930,8
16,52,8006,128
16,52,8045,128
16,52,8083,9
16,53,8160,128
16,53,8198,128
16,53,8237,9
16,54,8313,128
16,54,8352,128
16,54,8391,12
16,55,8467,128
16,55,8506,128
16,55,8544,12
16,56,8621,128
16,56,8660,128
16,56,8698,11
16,57,8774,128
16,57,8813,128
16,57,8852,6
16,58,8928,128
16,58,8967,128
16,58,9006,8
16,59,9082,128
16,59,9121,128
16,59,9159,5
16,60,9236,128
16,60,9274,128
16,60,9313,5
16,61,9389,128
16,61,9428,128
16,61,9467,6
16,62,9543,128
16,62,9582,128
16,62,9620,5
16,63,9697,128
16,63,9735,128
16,64,9849,128
16,64,9888,128
16,65,10002,128
16,65,10041,128
16,65,10079,7
16,66,10156,128
16,66,10194,128
16,66,10233,9
16,67,10309,128
16,67,10348,128
16,67,10387,6
16,68,10463,128
16,68,10502,128
16,68,10541,5
16,69,10617,128
16,69,10656,128
16,69,10694,9
16,70,10771,128
16,70,10809,128
16,70,10848,6
16,71,10924,128
16,71,10963,128
16,71,11002,8
16,72,11078,128
16,72,11117,128
16,72,11155,10
16,73,11232,128
16,73,11270,128
16,73,11309,3
16,74,11385,128
16,74,11424,128
16,74,11463,12
16,75,11539,128
16,75,11578,128
16,75,11617,6
16,76,11693,128
16,76,11732,128
16,76,11770,11
16,77,11846,128
16,77,11885,128
16,77,11924,3
16,78,12000,128
16,78,12039,128
16,78,12078,3
16,79,12154,128
16,79,12193,128
16,79,12231,8
16,80,12308,128
16,80,12346,128
16,80,12385,4
16,81,12461,128
16,81,12500,128
16,81,12539,5
16,82,12615,128
16,82,12654,128
16,82,12693,9
16,83,12769,128
16,83,12808,128
16,83,12846,6
16,84,12923,128
16,84,12999,126
16,85,13075,128
16,85,13114,128
16,86,13228,128
16,86,13266,128
16,86,13305,7
16,87,13381,128
16,87,13420,128
16,87,13459,8
16,88,13535,128
16,88,13574,128
16,88,13612,8
16,89,13689,128
16,89,13728,128
16,89,13766,8
16,90,13843,128
16,90,13882,128
16,90,13920,11
16,91,13997,128
16,91,14035,128
16,91,14074,4
16,92,14150,128
16,92,14189,128
16,92,14228,3
16,93,14304,128
16,93,14343,128
16,94,14457,128
16,94,14495,128
16,94,14534,5
16,95,14610,128
16,95,14649,128
16,95,14688,7
16,96,14764,128
16,96,14803,128
16,96,14841,7
16,97,14918,128
16,97,14956,128
16,97,14995,7
16,98,15071,128
16,98,15110,128
16,98,15149,4
16,99,15225,128
16,99,15264,128
16,100,15378,128
16,100,15416,128
16,100,15455,5
16,101,15531,128
16,101,15570,128
16,101,15609,5
16,102,15685,128
16,102,15724,128
16,102,15763,3
16,103,15839,128
16,103,15878,128
16,103,15916,7
16,104,15993,128
16,104,16031,128
16,104,16070,10
16,105,16146,128
16,105,16185,128
16,105,16224,6
16,106,16300,128
16,106,16339,128
16,106,16377,11
16,107,16454,128
16,107,16493,128
16,107,16531,6
16,108,16607,128
16,108,16646,128
16,109,16760,128
16,109,16799,128
16,109,16837,6
16,110,16914,128
16,110,16952,128
16,110,16991,4
16,111,17067,128
16,111,17106,128
16,111,17145,8
16,112,17221,128
16,112,17260,128
16,112,17298,7
16,113,17375,128
16,113,17414,128
16,113,17452,5
16,114,17529,128
16,114,17567,128
16,114,17606,7
16,115,17682,128
16,115,17721,128
16,115,17760,15
16,116,17836,128
16,116,17875,128
16,116,17913,5
16,117,17990,128
16,117,18028,128
16,117,18067,13
16,118,18143,128
16,118,18182,128
16,118,18221,12
16,119,18297,128
16,119,18336,128
16,119,18375,10
16,120,18451,128
16,120,18490,128
16,120,18528,16
16,121,18605,128
16,121,18643,128
16,121,18682,8
16,122,18758,128
16,122,18797,128
16,122,18836,10
16,123,18912,128
16,123,18951,128
16,124,19065,128
16,124,19103,128
16,124,19142,11
16,125,19218,128
16,125,19257,128
16,125,19296,8
16,126,19372,128
16,126,19411,128
16,126,19449,13
16,127,19526,128
16,127,19564,128
16,127,19603,11
16,128,19679,128
16,128,19718,128
16,128,19757,3
16,129,19833,128
16,129,19872,128
16,129,19911,8
16,130,19987,128
16,130,20026,128
16,130,20064,13
16,131,20141,128
16,131,20179,128
16,131,20218,9
16,132,20294,128
16,132,20333,128
16,132,20372,10
16,133,20448,128
16,133,20487,128
16,133,20525,11
16,134,20602,128
16,134,20640,128
16,134,20679,6
16,135,20755,128
16,135,20794,128
16,135,20833,9
16,136,20909,128
16,136,20948,128
16,136,20987,10
16,137,21063,128
16,137,21102,128
16,137,21140,12
16,138,21216,128
16,138,21255,128
16,138,21294,12
16,139,21370,128
16,139,21409,128
16,139,21448,14
16,140,21524,128
16,140,21563,128
16,140,21601,13
16,141,21678,128
16,141,21716,128
16,141,21755,10
16,142,21831,128
16,142,21870,128
16,142,21909,14
16,143,21985,128
16,143,22024,128
16,143,22063,10
16,144,22139,128
16,144,22178,128
16,144,22216,12
16,145,22292,128
16,145,22331,128
16,145,22370,8
16,146,22446,128
16,146,22485,128
16,146,22524,9
16,147,22600,128
16,147,22639,128
16,147,22677,12
16,148,22753,128
16,148,22792,128
16,148,22831,9
16,149,22907,128
16,149,22946,128
16,149,22985,8
16,150,23061,128
16,150,23100,128
16,151,23214,128
16,151,23252,128
16,151,23291,13
16,152,23367,128
16,152,23406,128
16,152,23445,12
16,153,23521,128
16,153,23560,128
16,153,23599,6
16,154,23675,128
16,154,23714,128
16,154,23752,10
16,155,23828,128
16,155,23867,128
16,155,23906,11
16,156,23982,128
16,156,24021,128
16,156,24060,10
16,157,24136,128
16,157,24175,128
16,157,24213,7
16,158,24289,128
16,158,24328,128
16,158,24367,8
16,159,24443,128
16,159,24482,128
16,159,24521,13
16,160,24597,128
16,160,24636,128
16,160,24674,10
16,161,24751,128
16,161,24789,128
16,161,24828,9
16,162,24904,128
16,162,24943,128
16,162,24982,13
16,163,25058,128
16,163,25097,128
16,163,25135,3
16,164,25212,128
16,164,25251,128
16,164,25289,3
16,165,25365,128
16,165,25404,128
16,165,25443,12
16,166,25519,128
16,166,25558,128
16,166,25597,10
16,167,25673,128
16,167,25712,128
16,167,25750,6
16,168,25827,128
16,168,25865,128
16,168,25904,9
16,169,25980,128
16,169,26019,128
16,169,26058,12
16,170,26134,128
16,170,26173,128
16,170,26211,8
16,171,26288,128
16,171,26326,128
16,171,26365,6
16,172,26441,128
16,172,26480,128
16,172,26519,12
16,173,26595,128
16,173,26634,128
16,173,26673,11
16,174,26749,128
16,174,26788,128
16,174,26826,10
16,175,26903,128
16,175,26941,128
16,175,26980,8
16,176,27056,128
16,176,27095,128
16,176,27134,9
16,177,27210,128
16,177,27249,128
16,177,27287,5
16,178,27363,128
16,178,27402,128
16,178,27441,10
16,179,27517,128
16,179,27556,128
16,179,27595,12
16,180,27671,128
16,180,27710,128
16,180,27748,6
16,181,27825,128
16,181,27863,128
16,181,27902,7
16,182,27978,128
16,182,28017,128
16,182,28056,12
16,183,28132,128
16,183,28171,128
16,183,28210,8
16,184,28286,128
16,184,28325,128
16,184,28363,9
16,185,28440,128
16,185,28478,128
16,185,28517,14
16,186,28593,128
16,186,28632,128
16,186,28671,16
16,187,28747,128
16,187,28786,128
16,187,28824,12
16,188,28901,128
16,188,28939,128
16,188,28978,8
16,189,29054,128
16,189,29093,128
16,189,29132,6
16,190,29208,128
16,190,29247,128
16,190,29285,9
16,191,29362,128
16,191,29401,128
16,191,29439,12
16,192,29516,128
16,192,29554,128
16,192,29593,6
16,193,29669,128
16,193,29708,128
16,193,29747,13
16,194,29823,128
16,194,29862,128
16,194,29900,7
16,195,29977,128
16,195,30015,128
16,195,30054,5
16,196,30130,128
16,196,30169,128
16,196,30208,8
16,197,30284,128
16,197,30323,128
16,197,30362,10
16,198,30438,128
16,198,30477,128
16,198,30515,11
16,199,30592,128
16,199,30630,128
16,199,30669,5
16,200,30745,128
16,200,30784,128
16,201,30898,128
16,201,30937,128
16,201,30975,13
16,202,31051,128
16,202,31090,128
16,202,31129,6
16,203,31205,128
16,203,31244,128
16,203,31283,8
16,204,31359,128
16,204,31398,128
16,204,31436,7
16,205,31513,128
16,205,31551,128
16,205,31590,15
16,206,31666,128
16,206,31705,128
16,206,31744,9
16,207,31820,128
16,207,31859,128
16,207,31897,7
16,208,31974,128
16,208,32012,128
16,209,32126,128
16,209,32165,128
16,209,32204,7
16,210,32280,128
16,210,32319,128
16,210,32358,7
16,211,32434,128
16,211,32473,128
16,211,32511,6
16,212,32588,128
16,212,32626,128
16,212,32665,8
16,213,32741,128
16,213,32780,128
16,213,32819,10
16,214,32895,128
16,214,32934,128
16,214,32972,9
16,215,33049,128
16,215,33087,128
16,215,33126,10
16,216,33202,128
16,216,33241,128
16,216,33280,9
16,217,33356,128
16,217,33395,128
16,217,33433,11
16,218,33510,128
16,218,33549,128
16,218,33587,9
16,219,33663,128
16,219,33702,128
16,219,33741,14
16,220,33817,128
16,220,33856,128
16,220,33895,7
16,221,33971,128
16,221,34010,128
16,221,34048,8
16,222,34125,128
16,222,34164,128
16,222,34202,8
16,223,34278,128
16,223,34317,128
16,223,34356,10
16,224,34432,128
16,224,34471,128
16,224,34510,5
16,225,34586,128
16,225,34625,128
16,225,34663,8
16,226,34739,128
16,226,34778,128
16,226,34817,8
16,227,34893,128
16,227,34932,128
16,227,34970,7
16,228,35047,128
16,228,35086,128
16,228,35124,11
16,229,35200,128
16,229,35239,128
16,229,35278,11
16,230,35354,128
16,230,35393,128
16,230,35432,9
16,231,35508,128
16,231,35547,128
16,231,35585,10
16,232,35662,128
16,232,35700,128
16,232,35739,11
16,233,35815,128
16,233,35854,128
16,233,35893,12
16,234,35969,128
16,234,36008,128
16,234,36047,6
16,235,36123,128
16,235,36162,128
16,235,36200,10
16,236,36277,128
16,236,36315,128
16,236,36354,12
16,237,36430,128
16,237,36469,128
16,237,36508,9
16,238,36584,128
16,238,36623,128
16,238,36661,6
16,239,36737,128
16,239,36776,128
16,239,36815,8
16,240,36891,128
16,240,36930,128
16,240,36969,7
16,241,37045,128
16,241,37084,128
16,241,37122,11
16,242,37199,128
16,242,37237,128
16,242,37276,15
16,243,37353,128
16,243,37391,128
16,243,37430,9
16,244,37506,128
16,244,37545,128
16,244,37584,10
16,245,37660,128
16,245,37699,128
16,245,37737,11
16,246,37813,128
16,246,37852,128
16,246,37891,10
16,247,37967,128
16,247,38006,128
16,247,38045,11
16,248,38121,128
16,248,38160,128
16,248,38198,6
16,249,38275,128
16,249,38313,128
16,249,38352,11
16,250,38428,128
16,250,38467,128
16,250,38506,6
16,251,38582,128
16,251,38621,128
16,251,38659,6
16,252,38736,128
16,252,38775,128
16,252,38813,7
16,253,38889,128
16,253,38928,128
16,254,39042,128
16,254,39081,128
16,254,39120,7
16,255,39196,128
16,255,39235,128
16,255,39273,7
16,256,39349,128
16,256,39388,128
16,256,39427,14
16,257,39503,128
16,257,39542,128
16,257,39581,12
16,258,39657,128
16,258,39696,128
16,258,39734,7
16,259,39811,128
16,259,39849,128
16,259,39888,12
16,260,39964,128
16,260,40003,128
16,260,40042,12
16,261,40118,128
16,261,40157,128
16,261,40195,8
16,262,40272,128
16,262,40310,128
16,262,40349,10
16,263,40425,128
16,263,40464,128
16,263,40503,10
16,264,40579,128
16,264,40618,128
16,264,40657,5
16,265,40733,128
16,265,40772,128
16,265,40810,4
16,266,40887,128
16,266,40925,128
16,266,40964,9
16,267,41040,128
16,267,41079,128
16,267,41118,14
16,268,41194,128
16,268,41233,128
16,268,41271,13
16,269,41348,128
16,269,41386,128
16,269,41425,13
16,270,41501,128
16,270,41540,128
16,270,41579,14
16,271,41655,128
16,271,41694,128
16,271,41733,12
16,272,41809,128
16,272,41848,128
16,272,41886,8
16,273,41962,128
16,273,42001,128
16,273,42040,11
16,274,42116,128
16,274,42155,128
16,274,42194,9
16,275,42270,128
16,275,42309,128
16,275,42347,13
16,276,42424,128
16,276,42462,128
16,276,42501,10
16,277,42577,128
16,277,42616,128
16,277,42655,7
16,278,42731,128
16,278,42770,128
16,278,42808,9
16,279,42885,128
16,279,42923,128
16,279,42962,12
16,280,43038,128
16,280,43077,128
16,280,43116,7
16,281,43192,128
16,281,43231,128
16,281,43269,13
16,282,43346,128
16,282,43385,128
16,282,43423,13
16,283,43500,128
16,283,43538,128
16,283,43577,6
16,284,43653,128
16,284,43692,128
16,284,43731,9
16,285,43807,128
16,285,43846,128
16,285,43884,13
16,286,43961,128
16,286,43999,128
16,286,44038,6
16,287,44114,128
16,287,44153,128
16,287,44192,12
16,288,44268,128
16,288,44307,128
16,288,44346,12
16,289,44422,128
16,289,44461,128
16,289,44499,13
16,290,44576,128
16,290,44614,128
16,290,44653,11
16,291,44729,128
16,291,44768,128
16,291,44807,9
16,292,44883,128
16,292,44922,128
16,292,44960,12
16,293,45037,128
16,293,45075,128
16,293,45114,8
16,294,45190,128
16,294,45229,128
16,294,45268,8
16,295,45344,128
16,295,45383,128
16,295,45421,8
16,296,45498,128
16,296,45536,128
16,296,45575,13
16,297,45651,128
16,297,45690,128
16,297,45729,11
16,298,45805,128
16,298,45844,128
16,298,45882,8
16,299,45959,128
16,299,45998,128
16,299,46036,14
16,300,46112,128
16,300,46151,128
16,300,46190,10
16,301,46266,128
16,301,46305,128
16,301,46344,7
16,302,46420,128
16,302,46459,128
16,302,46498,15
16,303,46574,128
16,303,46613,128
16,303,46651,8
16,304,46727,128
16,304,46766,128
16,304,46805,8
16,305,46881,128
16,305,46920,128
16,305,46958,6
16,306,47035,128
16,306,47073,128
16,306,47112,10
16,307,47188,128
16,307,47227,128
16,307,47266,11
16,308,47342,128
16,308,47381,128
16,308,47419,8
16,309,47496,128
16,309,47534,128
16,309,47573,10
16,310,47649,128
16,310,47688,128
16,310,47727,7
16,311,47803,128
16,311,47842,128
16,311,47881,5
16,312,47957,128
16,312,47996,128
16,312,48034,11
16,313,48111,128
16,313,48149,128
16,313,48188,13
16,314,48264,128
16,314,48303,128
16,314,48342,8
16,315,48418,128
16,315,48457,128
16,315,48496,13
16,316,48572,128
16,316,48611,128
16,316,48649,12
16,317,48726,128
16,317,48764,128
16,317,48803,7
16,318,48879,128
16,318,48918,128
16,318,48957,5
16,319,49033,128
16,319,49072,128
16,319,49110,4
16,320,49186,128
16,320,49225,128
16,320,49264,9
16,321,49340,128
16,321,49379,128
16,321,49418,10
16,322,49494,128
16,322,49533,128
16,322,49571,11
16,323,49648,128
16,323,49687,128
16,323,49725,5
16,324,49802,128
16,324,49840,128
16,324,49879,4
16,325,49955,128
16,325,49994,128
16,325,50033,11
16,326,50109,128
16,326,50148,128
16,326,50186,17
16,327,50263,128
16,327,50301,128
16,327,50340,10
16,328,50416,128
16,328,50455,128
16,328,50494,17
16,329,50570,128
16,329,50609,128
16,329,50647,14
16,330,50724,128
16,330,50762,128
16,330,50801,5
16,331,50877,128
16,331,50916,128
16,331,50955,12
16,332,51031,128
16,332,51070,128
16,332,51108,12
16,333,51185,128
16,333,51224,128
16,333,51262,7
16,334,51338,128
16,334,51377,128
16,334,51416,9
16,335,51492,128
16,335,51531,128
16,335,51570,11
16,336,51646,128
16,336,51685,128
16,336,51723,21
16,337,51800,128
16,337,51838,128
16,337,51877,9
16,338,51953,128
16,338,51992,128
16,338,52031,12
16,339,52107,128
16,339,52146,128
16,339,52184,14
16,340,52261,128
16,340,52299,128
16,340,52338,11
16,341,52414,128
16,341,52453,128
16,341,52492,7
16,342,52568,128
16,342,52607,128
16,342,52645,11
16,343,52722,128
16,343,52761,128
16,343,52799,10
16,344,52876,128
16,344,52914,128
16,344,52953,13
16,345,53029,128
16,345,53068,128
16,345,53107,6
16,346,53183,128
16,346,53222,128
16,346,53260,10
16,347,53337,128
16,347,53375,128
16,347,53414,8
16,348,53490,128
16,348,53529,128
16,348,53568,7
16,349,53644,128
16,349,53683,128
16,349,53722,9
16,350,53798,128
16,350,53837,128
16,350,53875,12
16,351,53951,128
16,351,53990,128
16,351,54029,8
16,352,54105,128
16,352,54144,128
16,352,54182,11
16,353,54259,128
16,353,54297,128
16,353,54336,15
16,354,54412,128
16,354,54451,128
16,354,54490,11
16,355,54566,128
16,355,54605,128
16,355,54644,11
16,356,54720,128
16,356,54759,128
16,356,54797,14
16,357,54874,128
16,357,54912,128
16,357,54951,8
16,358,55027,128
16,358,55066,128
16,358,55105,12
16,359,55181,128
16,359,55220,128
16,359,55258,5
16,360,55335,128
16,360,55374,128
16,360,55412,16
16,361,55488,128
16,361,55527,128
16,361,55566,15
16,362,55642,128
16,362,55681,128
16,362,55720,6
16,363,55796,128
16,363,55834,128
16,363,55873,8
16,364,55949,128
16,364,55988,128
16,364,56027,13
16,365,56103,128
16,365,56142,128
16,365,56180,13
16,366,56257,128
16,366,56296,128
16,366,56334,14
16,367,56410,128
16,367,56449,128
16,367,56488,9
16,368,56564,128
16,368,56603,128
16,368,56642,12
16,369,56718,128
16,369,56757,128
16,369,56796,10
16,370,56872,128
16,370,56911,128
16,370,56949,11
16,371,57026,128
16,371,57064,128
16,371,57103,8
16,372,57179,128
16,372,57218,128
16,372,57257,16
16,373,57333,128
16,373,57372,128
16,373,57410,10
16,374,57487,128
16,374,57525,128
16,374,57564,9
16,375,57640,128
16,375,57679,128
16,375,57718,13
16,376,57794,128
16,376,57833,128
16,376,57871,13
16,377,57948,128
16,377,57986,128
16,377,58025,13
16,378,58101,128
16,378,58140,128
16,378,58179,11
16,379,58255,128
16,379,58294,128
16,379,58332,6
16,380,58409,128
16,380,58447,128
16,380,58486,9
16,381,58562,128
16,381,58601,128
16,381,58640,13
16,382,58716,128
16,382,58755,128
16,382,58794,6
16,383,58870,128
16,383,58909,128
16,383,58947,11
16,384,59024,128
16,384,59062,128
16,384,59101,13
16,385,59177,128
16,385,59216,128
16,385,59255,10
16,386,59331,128
16,386,59370,128
16,386,59409,13
16,387,59485,128
16,387,59524,128
16,387,59562,13
16,388,59638,128
16,388,59677,128
16,388,59716,9
16,389,59792,128
16,389,59831,128
16,389,59869,8
16,390,59946,128
16,390,59984,128
16,390,60023,9
16,391,60099,128
16,391,60138,128
16,391,60177,5
16,392,60253,128
16,392,60292,128
16,392,60331,8
16,393,60407,128
16,393,60446,128
16,393,60484,9
16,394,60561,128
16,394,60600,128
16,394,60638,17
16,395,60715,128
16,395,60754,128
16,395,60792,11
16,396,60868,128
16,396,60907,128
16,396,60946,15
16,397,61022,128
16,397,61061,128
16,397,61099,13
16,398,61175,128
16,398,61214,128
16,398,61253,12
16,399,61329,128
16,399,61368,128
16,399,61407,9
16,400,61483,128
16,400,61522,128
16,400,61560,9
16,401,61636,128
16,401,61675,128
16,401,61714,13
16,402,61790,128
16,402,61829,128
16,402,61868,7
16,403,61944,128
16,403,61983,128
16,403,62021,8
16,404,62098,128
16,404,62136,128
16,404,62175,12
16,405,62251,128
16,405,62290,128
16,405,62329,11
16,406,62405,128
16,406,62444,128
16,406,62483,5
16,407,62559,128
16,407,62598,128
16,407,62636,6
16,408,62713,128
16,408,62751,128
16,408,62790,12
16,409,62866,128
16,409,62905,128
16,409,62944,19
16,410,63020,128
16,410,63059,128
16,410,63097,11
16,411,63174,128
16,411,63212,128
16,411,63251,13
16,412,63327,128
16,412,63366,128
16,412,63405,10
16,413,63481,128
16,413,63520,128
16,413,63558,7
16,414,63635,128
16,414,63673,128
16,414,63712,9
16,415,63788,128
16,415,63827,128
16,415,63866,9
16,416,63942,128
16,416,63981,128
16,416,64020,12
16,417,64096,128
16,417,64135,128
16,417,64173,10
16,418,64250,128
16,418,64288,128
16,418,64327,17
16,419,64403,128
16,419,64442,128
16,419,64481,11
16,420,64557,128
16,420,64596,128
16,420,64634,12
16,421,64711,128
16,421,64749,128
16,421,64788,7
16,422,64864,128
16,422,64903,128
16,422,64942,11
16,423,65018,128
16,423,65057,128
16,423,65096,8
16,424,65172,128
16,424,65211,128
16,424,65249,12
16,425,65326,128
16,425,65364,128
16,425,65403,10
16,426,65479,128
16,426,65518,128
16,426,65557,8
16,427,65633,128
16,427,65672,128
16,427,65710,12
16,428,65787,128
16,428,65825,128
16,428,65864,10
16,429,65940,128
16,429,65979,128
16,429,66018,10
16,430,66094,128
16,430,66133,128
16,430,66171,4
16,431,66248,128
16,431,66287,128
16,431,66325,9
16,432,66401,128
16,432,66440,128
16,432,66479,9
16,433,66555,128
16,433,66594,128
16,433,66633,10
16,434,66709,128
16,434,66748,128
16,434,66786,6
16,435,66863,128
16,435,66901,128
16,435,66940,5
16,436,67016,128
16,436,67055,128
16,436,67094,11
16,437,67170,128
16,437,67209,128
16,437,67247,10
16,438,67324,128
16,438,67362,128
16,438,67401,10
16,439,67477,128
16,439,67516,128
16,439,67555,7
16,440,67631,128
16,440,67670,128
16,440,67708,13
16,441,67785,128
16,441,67824,128
16,441,67862,10
16,442,67938,128
16,442,67977,128
16,442,68016,10
16,443,68092,128
16,443,68131,128
16,443,68170,10
16,444,68246,128
16,444,68285,128
16,444,68323,11
16,445,68399,128
16,445,68438,128
16,445,68477,8
16,446,68553,128
16,446,68592,128
16,446,68631,7
16,447,68707,128
16,447,68746,128
16,447,68784,12
16,448,68861,128
16,448,68899,128
16,448,68938,8
16,449,69014,128
16,449,69053,128
16,449,69092,14
16,450,69168,128
16,450,69207,128
16,450,69246,9
16,451,69322,128
16,451,69361,128
16,451,69399,13
16,452,69475,128
16,452,69514,128
16,452,69553,12
16,453,69629,128
16,453,69668,128
16,453,69707,8
16,454,69783,128
16,454,69822,128
16,454,69860,11
16,455,69937,128
16,455,69975,128
16,455,70014,12
16,456,70090,128
16,456,70129,128
16,456,70168,15
16,457,70244,128
16,457,70283,128
16,457,70321,7
16,458,70398,128
16,458,70436,128
16,458,70475,7
16,459,70551,128
16,459,70590,128
16,459,70629,10
16,460,70705,128
16,460,70744,128
16,460,70782,14
16,461,70859,128
16,461,70898,128
16,461,70936,14
16,462,71013,128
16,462,71051,128
16,462,71090,11
16,463,71166,128
16,463,71205,128
16,463,71244,15
16,464,71320,128
16,464,71359,128
16,464,71397,6
16,465,71474,128
16,465,71512,128
16,465,71551,8
16,466,71627,128
16,466,71666,128
16,466,71705,11
16,467,71781,128
16,467,71820,128
16,467,71858,9
16,468,71935,128
16,468,71973,128
16,468,72012,11
16,469,72088,128
16,469,72127,128
16,469,72166,11
16,470,72242,128
16,470,72281,128
16,470,72319,9
16,471,72396,128
16,471,72435,128
16,471,72473,12
16,472,72550,128
16,472,72588,128
16,472,72627,12
16,473,72703,128
16,473,72742,128
16,473,72781,17
16,474,72857,128
16,474,72896,128
16,474,72934,16
16,475,73011,128
16,475,73049,128
16,475,73088,16
16,476,73164,128
16,476,73203,128
16,476,73242,11
16,477,73318,128
16,477,73357,128
16,477,73396,12
16,478,73472,128
16,478,73511,128
16,478,73549,11
16,479,73625,128
16,479,73664,128
16,479,73703,5
16,480,73779,128
16,480,73818,128
16,480,73856,15
16,481,73933,128
16,481,73971,128
16,481,74010,8
16,482,74086,128
16,482,74125,128
16,482,74164,7
16,483,74240,128
16,483,74279,128
16,483,74318,9
16,484,74394,128
16,484,74433,128
16,484,74472,11
16,485,74548,128
16,485,74587,128
16,485,74625,3
16,486,74702,128
16,486,74740,128
16,486,74779,8
16,487,74855,128
16,487,74894,128
16,487,74933,9
16,488,75009,128
16,488,75048,128
16,488,75086,8
16,489,75163,128
16,489,75201,128
16,489,75240,8
16,490,75316,128
16,490,75355,128
16,490,75393,5
16,491,75470,128
16,491,75508,128
16,491,75547,13
16,492,75623,128
16,492,75662,128
16,492,75701,11
16,493,75777,128
16,493,75816,128
16,493,75855,9
16,494,75931,128
16,494,75970,128
16,494,76008,6
16,495,76085,128
16,495,76124,128
16,495,76162,13
16,496,76239,128
16,496,76277,128
16,496,76316,6
16,497,76392,128
16,497,76431,128
16,497,76470,5
16,498,76546,128
16,498,76585,128
16,499,76699,128
16,499,76738,128
16,499,76776,6
16,500,76852,128
16,500,76891,128
16,500,76930,9
16,501,77006,128
16,501,77045,128
16,501,77083,13
16,502,77160,128
16,502,77198,128
16,502,77237,13
16,503,77313,128
16,503,77352,128
16,503,77391,13
16,504,77467,128
16,504,77506,128
16,504,77544,13
16,505,77621,128
16,505,77659,128
16,505,77698,15
16,506,77774,128
16,506,77813,128
16,506,77852,17
16,507,77928,128
16,507,77967,128
16,507,78006,10
16,508,78082,128
16,508,78121,128
16,508,78159,9
16,509,78236,128
16,509,78274,128
16,509,78313,7
16,510,78389,128
16,510,78428,128
16,510,78467,11
16,511,78543,128
16,511,78582,128
16,511,78620,16
16,512,78697,128
16,512,78735,128
16,512,78774,13
16,513,78850,128
16,513,78889,128
16,513,78928,12
16,514,79004,128
16,514,79043,128
16,514,79082,7
16,515,79158,128
16,515,79197,128
16,515,79235,9
16,516,79311,128
16,516,79350,128
16,516,79389,12
16,517,79465,128
16,517,79504,128
16,517,79543,13
