throughput,frame_nr,pkt_nr,n_elements
16,518,79619,128
16,518,79658,128
16,518,79696,4
16,519,79773,128
16,519,79811,128
16,519,79850,10
16,520,79926,128
16,520,79965,128
16,520,80004,11
16,521,80080,128
16,521,80119,128
16,521,80157,11
16,522,80234,128
16,522,80272,128
16,522,80311,7
16,523,80387,128
16,523,80426,128
16,523,80465,7
16,524,80541,128
16,524,80580,128
16,524,80619,8
16,525,80695,128
16,525,80734,128
16,525,80772,6
16,526,80849,128
32,0,57,128
32,0,95,9
32,1,171,128
32,1,210,128
32,2,325,128
32,2,364,128
32,2,402,4
32,3,479,128
32,3,516,128
32,3,555,5
32,4,631,128
32,4,670,128
32,4,709,6
32,5,785,128
32,5,824,128
32,5,862,6
32,6,938,128
32,6,977,128
32,6,1016,5
32,7,1092,128
32,7,1131,128
32,8,1246,128
32,8,1284,128
32,9,1398,128
32,9,1475,127
32,10,1551,128
32,10,1589,128
32,10,1628,7
32,11,1704,128
32,11,1743,128
32,11,1782,8
32,12,1858,128
32,12,1897,128
32,12,1935,9
32,13,2011,128
32,13,2051,128
32,13,2089,7
32,14,2165,128
32,14,2204,128
32,14,2243,6
32,15,2320,128
32,15,2359,128
32,15,2396,10
32,16,2473,128
32,16,2512,128
32,16,2550,12
32,17,2627,128
32,17,2665,128
32,17,2704,5
32,18,2781,128
32,18,2819,128
32,18,2858,8
32,19,2934,128
32,19,2972,128
32,19,3011,6
32,20,3087,128
32,20,3127,128
32,20,3165,8
32,21,3241,128
32,21,3281,128
32,21,3319,10
32,22,3395,128
32,22,3434,128
32,22,3472,7
32,23,3549,128
32,23,3587,128
32,23,3626,8
32,24,3703,128
32,24,3741,128
32,24,3780,12
32,25,3857,128
32,25,3895,128
32,25,3934,7
32,26,4010,128
32,26,4049,128
32,26,4087,3
32,27,4163,128
32,27,4203,128
32,27,4241,11
32,28,4317,128
32,28,4357,128
32,28,4394,12
32,29,4472,128
32,29,4510,128
32,29,4548,11
32,30,4624,128
32,30,4664,128
32,30,4702,3
32,31,4779,128
32,31,4818,128
32,31,4856,9
32,32,4932,128
32,32,4971,128
32,32,5009,11
32,33,5086,128
32,33,5124,128
32,33,5163,9
32,34,5240,128
32,34,5278,128
32,34,5317,7
32,35,5393,128
32,35,5432,128
32,35,5470,10
32,36,5547,128
32,36,5586,128
32,36,5624,11
32,37,5700,128
32,37,5740,128
32,37,5778,12
32,38,5854,128
32,38,5894,128
32,38,5932,7
32,39,6008,128
32,39,6047,128
32,39,6085,4
32,40,6162,128
32,40,6200,128
32,40,6239,8
32,41,6316,128
32,41,6354,128
32,41,6393,11
32,42,6469,128
32,42,6508,128
32,42,6546,8
32,43,6623,128
32,43,6662,128
32,43,6700,6
32,44,6776,128
32,44,6816,128
32,44,6854,9
32,45,6930,128
32,45,6970,128
32,45,7008,7
32,46,7084,128
32,46,7123,128
32,46,7161,11
32,47,7238,128
32,47,7276,128
32,47,7315,9
32,48,7392,128
32,48,7430,128
32,48,7469,10
32,49,7545,128
32,49,7584,128
32,49,7622,10
32,50,7699,128
32,50,7738,128
32,50,7776,9
32,51,7852,128
32,51,7891,128
32,51,7930,8
32,52,8006,128
32,52,8045,128
32,52,8083,9
32,53,8160,128
32,53,8199,128
32,53,8237,9
32,54,8313,128
32,54,8352,128
32,54,8391,12
32,55,8467,128
32,55,8506,128
32,55,8545,12
32,56,8622,128
32,56,8660,128
32,56,8698,11
32,57,8774,128
32,57,8813,128
32,57,8852,6
32,58,8928,128
32,58,8967,128
32,58,9006,8
32,59,9082,128
32,59,9121,128
32,59,9159,5
32,60,9236,128
32,60,9274,128
32,60,9313,5
32,61,9390,128
32,61,9428,128
32,61,9467,6
32,62,9543,128
32,62,9582,128
32,62,9621,5
32,63,9697,128
32,63,9735,128
32,64,9850,128
32,64,9888,128
32,65,10003,128
32,65,10041,128
32,65,10080,7
32,66,10156,128
32,66,10195,128
32,66,10233,9
32,67,10309,128
32,67,10348,128
32,67,10387,6
32,68,10463,128
32,68,10503,128
32,68,10541,5
32,69,10618,128
32,69,10657,128
32,69,10694,9
32,70,10771,128
32,70,10810,128
32,70,10848,6
32,71,10925,128
32,71,10963,128
32,71,11002,8
32,72,11079,128
32,72,11117,128
32,72,11155,10
32,73,11232,128
32,73,11270,128
32,73,11309,3
32,74,11385,128
32,74,11425,128
32,74,11463,12
32,75,11539,128
32,75,11579,128
32,75,11617,6
32,76,11693,128
32,76,11732,128
32,76,11770,11
32,77,11847,128
32,77,11886,128
32,77,11924,3
32,78,12001,128
32,78,12039,128
32,78,12078,3
32,79,12155,128
32,79,12193,128
32,79,12231,8
32,80,12308,128
32,80,12347,128
32,80,12385,4
32,81,12461,128
32,81,12501,128
32,81,12539,5
32,82,12615,128
32,82,12654,128
32,82,12693,9
32,83,12769,128
32,83,12809,128
32,83,12846,6
32,84,12923,128
32,84,12999,126
32,85,13076,128
32,85,13114,128
32,86,13228,128
32,86,13266,128
32,86,13306,7
32,87,13382,128
32,87,13420,128
32,87,13459,8
32,88,13536,128
32,88,13574,128
32,88,13613,8
32,89,13690,128
32,89,13728,128
32,89,13766,8
32,90,13843,128
32,90,13882,128
32,90,13920,11
32,91,13997,128
32,91,14035,128
32,91,14074,4
32,92,14150,128
32,92,14190,128
32,92,14228,3
32,93,14304,128
32,93,14344,128
32,94,14457,128
32,94,14495,128
32,94,14534,5
32,95,14610,128
32,95,14649,128
32,95,14688,7
32,96,14764,128
32,96,14804,128
32,96,14841,7
32,97,14918,128
32,97,14957,128
32,97,14995,7
32,98,15071,128
32,98,15111,128
32,98,15149,4
32,99,15225,128
32,99,15265,128
32,100,15378,128
32,100,15417,128
32,100,15455,5
32,101,15532,128
32,101,15571,128
32,101,15609,5
32,102,15686,128
32,102,15724,128
32,102,15763,3
32,103,15839,128
32,103,15878,128
32,103,15917,7
32,104,15993,128
32,104,16031,128
32,104,16070,10
32,105,16146,128
32,105,16185,128
32,105,16224,6
32,106,16300,128
32,106,16339,128
32,106,16377,11
32,107,16454,128
32,107,16493,128
32,107,16531,6
32,108,16607,128
32,108,16646,128
32,109,16761,128
32,109,16799,128
32,109,16838,6
32,110,16914,128
32,110,16952,128
32,110,16991,4
32,111,17067,128
32,111,17107,128
32,111,17145,8
32,112,17221,128
32,112,17260,128
32,112,17298,7
32,113,17375,128
32,113,17415,128
32,113,17452,5
32,114,17529,128
32,114,17567,128
32,114,17606,7
32,115,17683,128
32,115,17721,128
32,115,17760,15
32,116,17837,128
32,116,17875,128
32,116,17913,5
32,117,17990,128
32,117,18028,128
32,117,18068,13
32,118,18143,128
32,118,18182,128
32,118,18222,12
32,119,18297,128
32,119,18336,128
32,119,18375,10
32,120,18452,128
32,120,18490,128
32,120,18528,16
32,121,18605,128
32,121,18644,128
32,121,18682,8
32,122,18758,128
32,122,18797,128
32,122,18836,10
32,123,18912,128
32,123,18952,128
32,124,19065,128
32,124,19103,128
32,124,19142,11
32,125,19219,128
32,125,19258,128
32,125,19296,8
32,126,19372,128
32,126,19411,128
32,126,19450,13
32,127,19526,128
32,127,19565,128
32,127,19603,11
32,128,19679,128
32,128,19719,128
32,128,19757,3
32,129,19833,128
32,129,19873,128
32,129,19911,8
32,130,19988,128
32,130,20026,128
32,130,20065,13
32,131,20141,128
32,131,20179,128
32,131,20218,9
32,132,20294,128
32,132,20333,128
32,132,20372,10
32,133,20448,128
32,133,20487,128
32,133,20525,11
32,134,20602,128
32,134,20641,128
32,134,20679,6
32,135,20755,128
32,135,20794,128
32,135,20833,9
32,136,20909,128
32,136,20948,128
32,136,20987,10
32,137,21063,128
32,137,21102,128
32,137,21140,12
32,138,21217,128
32,138,21256,128
32,138,21294,12
32,139,21371,128
32,139,21409,128
32,139,21448,14
32,140,21524,128
32,140,21563,128
32,140,21602,13
32,141,21678,128
32,141,21716,128
32,141,21755,10
32,142,21832,128
32,142,21870,128
32,142,21909,14
32,143,21985,128
32,143,22024,128
32,143,22063,10
32,144,22139,128
32,144,22178,128
32,144,22216,12
32,145,22292,128
32,145,22332,128
32,145,22370,8
32,146,22446,128
32,146,22486,128
32,146,22524,9
32,147,22600,128
32,147,22639,128
32,147,22677,12
32,148,22754,128
32,148,22792,128
32,148,22831,9
32,149,22907,128
32,149,22946,128
32,149,22985,8
32,150,23061,128
32,150,23100,128
32,151,23214,128
32,151,23252,128
32,151,23291,13
32,152,23367,128
32,152,23406,128
32,152,23445,12
32,153,23521,128
32,153,23561,128
32,153,23599,6
32,154,23675,128
32,154,23715,128
32,154,23752,10
32,155,23829,128
32,155,23868,128
32,155,23906,11
32,156,23982,128
32,156,24021,128
32,156,24060,10
32,157,24136,128
32,157,24175,128
32,157,24213,7
32,158,24289,128
32,158,24328,128
32,158,24367,8
32,159,24443,128
32,159,24482,128
32,159,24521,13
32,160,24597,128
32,160,24636,128
32,160,24674,10
32,161,24751,128
32,161,24789,128
32,161,24828,9
32,162,24904,128
32,162,24943,128
32,162,24982,13
32,163,25059,128
32,163,25097,128
32,163,25136,3
32,164,25213,128
32,164,25252,128
32,164,25289,3
32,165,25365,128
32,165,25404,128
32,165,25443,12
32,166,25519,128
32,166,25559,128
32,166,25597,10
32,167,25673,128
32,167,25713,128
32,167,25750,6
32,168,25827,128
32,168,25865,128
32,168,25904,9
32,169,25981,128
32,169,26020,128
32,169,26058,12
32,170,26135,128
32,170,26174,128
32,170,26212,8
32,171,26288,128
32,171,26326,128
32,171,26366,6
32,172,26442,128
32,172,26480,128
32,172,26519,12
32,173,26595,128
32,173,26634,128
32,173,26673,11
32,174,26750,128
32,174,26788,128
32,174,26826,10
32,175,26903,128
32,175,26942,128
32,175,26980,8
32,176,27057,128
32,176,27096,128
32,176,27134,9
32,177,27210,128
32,177,27249,128
32,177,27287,5
32,178,27363,128
32,178,27402,128
32,178,27441,10
32,179,27518,128
32,179,27556,128
32,179,27595,12
32,180,27672,128
32,180,27710,128
32,180,27748,6
32,181,27825,128
32,181,27864,128
32,181,27902,7
32,182,27978,128
32,182,28018,128
32,182,28056,12
32,183,28132,128
32,183,28172,128
32,183,28210,8
32,184,28286,128
32,184,28326,128
32,184,28363,9
32,185,28440,128
32,185,28478,128
32,185,28517,14
32,186,28594,128
32,186,28632,128
32,186,28671,16
32,187,28747,128
32,187,28786,128
32,187,28824,12
32,188,28902,128
32,188,28940,128
32,188,28978,8
32,189,29054,128
32,189,29093,128
32,189,29132,6
32,190,29209,128
32,190,29247,128
32,190,29285,9
32,191,29362,128
32,191,29401,128
32,191,29439,12
32,192,29516,128
32,192,29555,128
32,192,29593,6
32,193,29669,128
32,193,29708,128
32,193,29747,13
32,194,29823,128
32,194,29863,128
32,194,29900,7
32,195,29978,128
32,195,30015,128
32,195,30054,5
32,196,30131,128
32,196,30169,128
32,196,30208,8
32,197,30284,128
32,197,30323,128
32,197,30362,10
32,198,30438,128
32,198,30477,128
32,198,30515,11
32,199,30592,128
32,199,30631,128
32,199,30669,5
32,200,30745,128
32,200,30785,128
32,201,30898,128
32,201,30937,128
32,201,30975,13
32,202,31051,128
32,202,31090,128
32,202,31129,6
32,203,31205,128
32,203,31244,128
32,203,31283,8
32,204,31359,128
32,204,31398,128
32,204,31436,7
32,205,31513,128
32,205,31552,128
32,205,31590,15
32,206,31666,128
32,206,31706,128
32,206,31744,9
32,207,31820,128
32,207,31860,128
32,207,31898,7
32,208,31974,128
32,208,32013,128
32,209,32127,128
32,209,32165,128
32,209,32204,7
32,210,32280,128
32,210,32320,128
32,210,32358,7
32,211,32435,128
32,211,32473,128
32,211,32512,6
32,212,32588,128
32,212,32627,128
32,212,32665,8
32,213,32741,128
32,213,32780,128
32,213,32819,10
32,214,32895,128
32,214,32934,128
32,214,32972,9
32,215,33049,128
32,215,33087,128
32,215,33126,10
32,216,33203,128
32,216,33241,128
32,216,33280,9
32,217,33357,128
32,217,33396,128
32,217,33434,11
32,218,33510,128
32,218,33549,128
32,218,33587,9
32,219,33663,128
32,219,33703,128
32,219,33741,14
32,220,33818,128
32,220,33857,128
32,220,33895,7
32,221,33972,128
32,221,34010,128
32,221,34049,8
32,222,34125,128
32,222,34164,128
32,222,34202,8
32,223,34279,128
32,223,34317,128
32,223,34356,10
32,224,34432,128
32,224,34472,128
32,224,34510,5
32,225,34587,128
32,225,34626,128
32,225,34664,8
32,226,34739,128
32,226,34778,128
32,226,34817,8
32,227,34894,128
32,227,34932,128
32,227,34970,7
32,228,35048,128
32,228,35086,128
32,228,35124,11
32,229,35200,128
32,229,35240,128
32,229,35279,11
32,230,35354,128
32,230,35394,128
32,230,35432,9
32,231,35508,128
32,231,35548,128
32,231,35585,10
32,232,35662,128
32,232,35700,128
32,232,35739,11
32,233,35816,128
32,233,35854,128
32,233,35893,12
32,234,35970,128
32,234,36008,128
32,234,36047,6
32,235,36124,128
32,235,36162,128
32,235,36200,10
32,236,36277,128
32,236,36316,128
32,236,36354,12
32,237,36430,128
32,237,36470,128
32,237,36508,9
32,238,36584,128
32,238,36624,128
32,238,36662,6
32,239,36738,128
32,239,36777,128
32,239,36815,8
32,240,36892,128
32,240,36931,128
32,240,36969,7
32,241,37046,128
32,241,37084,128
32,241,37123,11
32,242,37200,128
32,242,37237,128
32,242,37277,15
32,243,37354,128
32,243,37391,128
32,243,37430,9
32,244,37507,128
32,244,37546,128
32,244,37584,10
32,245,37660,128
32,245,37699,128
32,245,37737,11
32,246,37813,128
32,246,37853,128
32,246,37891,10
32,247,37967,128
32,247,38007,128
32,247,38045,11
32,248,38121,128
32,248,38161,128
32,248,38199,6
32,249,38275,128
32,249,38314,128
32,249,38352,11
32,250,38428,128
32,250,38467,128
32,250,38506,6
32,251,38582,128
32,251,38621,128
32,251,38659,6
32,252,38736,128
32,252,38775,128
32,252,38813,7
32,253,38889,128
32,253,38929,128
32,254,39042,128
32,254,39081,128
32,254,39120,7
32,255,39196,128
32,255,39235,128
32,255,39274,7
32,256,39350,128
32,256,39388,128
32,256,39428,14
32,257,39504,128
32,257,39542,128
32,257,39582,12
32,258,39658,128
32,258,39696,128
32,258,39735,7
32,259,39811,128
32,259,39850,128
32,259,39888,12
32,260,39965,128
32,260,40004,128
32,260,40042,12
32,261,40118,128
32,261,40157,128
32,261,40195,8
32,262,40272,128
32,262,40311,128
32,262,40349,10
32,263,40425,128
32,263,40465,128
32,263,40503,10
32,264,40580,128
32,264,40618,128
32,264,40657,5
32,265,40734,128
32,265,40772,128
32,265,40811,4
32,266,40888,128
32,266,40926,128
32,266,40964,9
32,267,41040,128
32,267,41080,128
32,267,41118,14
32,268,41194,128
32,268,41233,128
32,268,41271,13
32,269,41348,128
32,269,41386,128
32,269,41425,13
32,270,41502,128
32,270,41540,128
32,270,41580,14
32,271,41655,128
32,271,41694,128
32,271,41733,12
32,272,41809,128
32,272,41848,128
32,272,41886,8
32,273,41962,128
32,273,42002,128
32,273,42040,11
32,274,42116,128
32,274,42156,128
32,274,42194,9
32,275,42270,128
32,275,42309,128
32,275,42347,13
32,276,42424,128
32,276,42462,128
32,276,42501,10
32,277,42578,128
32,277,42616,128
32,277,42655,7
32,278,42731,128
32,278,42770,128
32,278,42809,9
32,279,42885,128
32,279,42923,128
32,279,42963,12
32,280,43038,128
32,280,43077,128
32,280,43116,7
32,281,43193,128
32,281,43231,128
32,281,43269,13
32,282,43347,128
32,282,43385,128
32,282,43423,13
32,283,43500,128
32,283,43539,128
32,283,43577,6
32,284,43653,128
32,284,43693,128
32,284,43731,9
32,285,43807,128
32,285,43846,128
32,285,43884,13
32,286,43962,128
32,286,43999,128
32,286,44039,6
32,287,44115,128
32,287,44153,128
32,287,44192,12
32,288,44269,128
32,288,44307,128
32,288,44346,12
32,289,44423,128
32,289,44461,128
32,289,44499,13
32,290,44576,128
32,290,44615,128
32,290,44653,11
32,291,44729,128
32,291,44769,128
32,291,44807,9
32,292,44883,128
32,292,44923,128
32,292,44961,12
32,293,45037,128
32,293,45075,128
32,293,45114,8
32,294,45191,128
32,294,45229,128
32,294,45268,8
32,295,45345,128
32,295,45384,128
32,295,45421,8
32,296,45499,128
32,296,45536,128
32,296,45575,13
32,297,45652,128
32,297,45690,128
32,297,45729,11
32,298,45805,128
32,298,45844,128
32,298,45882,8
32,299,45959,128
32,299,45998,128
32,299,46036,14
32,300,46113,128
32,300,46152,128
32,300,46190,10
32,301,46266,128
32,301,46306,128
32,301,46344,7
32,302,46420,128
32,302,46459,128
32,302,46498,15
32,303,46574,128
32,303,46613,128
32,303,46652,8
32,304,46728,128
32,304,46766,128
32,304,46806,8
32,305,46881,128
32,305,46920,128
32,305,46958,6
32,306,47035,128
32,306,47074,128
32,306,47112,10
32,307,47188,128
32,307,47228,128
32,307,47266,11
32,308,47342,128
32,308,47381,128
32,308,47420,8
32,309,47497,128
32,309,47534,128
32,309,47574,10
32,310,47650,128
32,310,47689,128
32,310,47727,7
32,311,47803,128
32,311,47842,128
32,311,47881,5
32,312,47958,128
32,312,47996,128
32,312,48035,11
32,313,48111,128
32,313,48150,128
32,313,48189,13
32,314,48265,128
32,314,48304,128
32,314,48342,8
32,315,48418,128
32,315,48458,128
32,315,48496,13
32,316,48572,128
32,316,48611,128
32,316,48649,12
32,317,48726,128
32,317,48765,128
32,317,48803,7
32,318,48880,128
32,318,48919,128
32,318,48957,5
32,319,49034,128
32,319,49072,128
32,319,49111,4
32,320,49186,128
32,320,49225,128
32,320,49264,9
32,321,49340,128
32,321,49379,128
32,321,49418,10
32,322,49494,128
32,322,49534,128
32,322,49571,11
32,323,49648,128
32,323,49687,128
32,323,49725,5
32,324,49802,128
32,324,49840,128
32,324,49879,4
32,325,49956,128
32,325,49994,128
32,325,50033,11
32,326,50110,128
32,326,50148,128
32,326,50186,17
32,327,50263,128
32,327,50302,128
32,327,50340,10
32,328,50417,128
32,328,50456,128
32,328,50494,17
32,329,50570,128
32,329,50610,128
32,329,50647,14
32,330,50724,128
32,330,50763,128
32,330,50801,5
32,331,50877,128
32,331,50917,128
32,331,50955,12
32,332,51032,128
32,332,51070,128
32,332,51108,12
32,333,51186,128
32,333,51225,128
32,333,51262,7
32,334,51338,128
32,334,51377,128
32,334,51416,9
32,335,51493,128
32,335,51531,128
32,335,51570,11
32,336,51647,128
32,336,51685,128
32,336,51723,21
32,337,51801,128
32,337,51839,128
32,337,51877,9
32,338,51953,128
32,338,51993,128
32,338,52031,12
32,339,52107,128
32,339,52147,128
32,339,52184,14
32,340,52261,128
32,340,52299,128
32,340,52338,11
32,341,52415,128
32,341,52453,128
32,341,52492,7
32,342,52569,128
32,342,52607,128
32,342,52645,11
32,343,52722,128
32,343,52762,128
32,343,52800,10
32,344,52876,128
32,344,52915,128
32,344,52953,13
32,345,53030,128
32,345,53069,128
32,345,53107,6
32,346,53183,128
32,346,53223,128
32,346,53261,10
32,347,53337,128
32,347,53376,128
32,347,53415,8
32,348,53491,128
32,348,53529,128
32,348,53568,7
32,349,53644,128
32,349,53683,128
32,349,53722,9
32,350,53798,128
32,350,53837,128
32,350,53875,12
32,351,53952,128
32,351,53991,128
32,351,54029,8
32,352,54105,128
32,352,54144,128
32,352,54182,11
32,353,54259,128
32,353,54297,128
32,353,54336,15
32,354,54413,128
32,354,54452,128
32,354,54490,11
32,355,54566,128
32,355,54606,128
32,355,54644,11
32,356,54720,128
32,356,54759,128
32,356,54797,14
32,357,54875,128
32,357,54912,128
32,357,54952,8
32,358,55027,128
32,358,55066,128
32,358,55105,12
32,359,55181,128
32,359,55220,128
32,359,55258,5
32,360,55335,128
32,360,55374,128
32,360,55412,16
32,361,55489,128
32,361,55528,128
32,361,55566,15
32,362,55642,128
32,362,55681,128
32,362,55720,6
32,363,55797,128
32,363,55835,128
32,363,55873,8
32,364,55949,128
32,364,55988,128
32,364,56027,13
32,365,56103,128
32,365,56142,128
32,365,56180,13
32,366,56257,128
32,366,56296,128
32,366,56334,14
32,367,56410,128
32,367,56450,128
32,367,56488,9
32,368,56564,128
32,368,56604,128
32,368,56642,12
32,369,56718,128
32,369,56757,128
32,369,56796,10
32,370,56873,128
32,370,56911,128
32,370,56949,11
32,371,57026,128
32,371,57064,128
32,371,57103,8
32,372,57180,128
32,372,57218,128
32,372,57257,16
32,373,57334,128
32,373,57372,128
32,373,57410,10
32,374,57487,128
32,374,57526,128
32,374,57564,9
32,375,57640,128
32,375,57680,128
32,375,57718,13
32,376,57794,128
32,376,57833,128
32,376,57871,13
32,377,57948,128
32,377,57986,128
32,377,58025,13
32,378,58102,128
32,378,58140,128
32,378,58179,11
32,379,58256,128
32,379,58294,128
32,379,58332,6
32,380,58409,128
32,380,58448,128
32,380,58486,9
32,381,58562,128
32,381,58602,128
32,381,58640,13
32,382,58717,128
32,382,58756,128
32,382,58794,6
32,383,58870,128
32,383,58909,128
32,383,58947,11
32,384,59024,128
32,384,59063,128
32,384,59101,13
32,385,59178,128
32,385,59217,128
32,385,59255,10
32,386,59331,128
32,386,59371,128
32,386,59409,13
32,387,59485,128
32,387,59524,128
32,387,59562,13
32,388,59639,128
32,388,59678,128
32,388,59716,9
32,389,59793,128
32,389,59831,128
32,389,59869,8
32,390,59946,128
32,390,59985,128
32,390,60023,9
32,391,60099,128
32,391,60139,128
32,391,60177,5
32,392,60253,128
32,392,60293,128
32,392,60331,8
32,393,60407,128
32,393,60447,128
32,393,60485,9
32,394,60561,128
32,394,60600,128
32,394,60639,17
32,395,60715,128
32,395,60754,128
32,395,60793,11
32,396,60869,128
32,396,60907,128
32,396,60946,15
32,397,61022,128
32,397,61061,128
32,397,61100,13
32,398,61176,128
32,398,61215,128
32,398,61253,12
32,399,61330,128
32,399,61369,128
32,399,61407,9
32,400,61483,128
32,400,61522,128
32,400,61560,9
32,401,61637,128
32,401,61675,128
32,401,61714,13
32,402,61791,128
32,402,61829,128
32,402,61868,7
32,403,61945,128
32,403,61984,128
32,403,62021,8
32,404,62098,128
32,404,62136,128
32,404,62176,12
32,405,62252,128
32,405,62291,128
32,405,62329,11
32,406,62405,128
32,406,62444,128
32,406,62483,5
32,407,62559,128
32,407,62598,128
32,407,62636,6
32,408,62713,128
32,408,62752,128
32,408,62790,12
32,409,62866,128
32,409,62905,128
32,409,62944,19
32,410,63020,128
32,410,63059,128
32,410,63098,11
32,411,63175,128
32,411,63212,128
32,411,63251,13
32,412,63327,128
32,412,63366,128
32,412,63405,10
32,413,63481,128
32,413,63520,128
32,413,63558,7
32,414,63635,128
32,414,63674,128
32,414,63713,9
32,415,63788,128
32,415,63827,128
32,415,63866,9
32,416,63943,128
32,416,63981,128
32,416,64020,12
32,417,64096,128
32,417,64135,128
32,417,64173,10
32,418,64250,128
32,418,64288,128
32,418,64327,17
32,419,64404,128
32,419,64442,128
32,419,64482,11
32,420,64558,128
32,420,64596,128
32,420,64635,12
32,421,64711,128
32,421,64750,128
32,421,64788,7
32,422,64864,128
32,422,64904,128
32,422,64942,11
32,423,65019,128
32,423,65058,128
32,423,65096,8
32,424,65172,128
32,424,65211,128
32,424,65249,12
32,425,65326,128
32,425,65365,128
32,425,65403,10
32,426,65480,128
32,426,65518,128
32,426,65557,8
32,427,65634,128
32,427,65672,128
32,427,65710,12
32,428,65787,128
32,428,65825,128
32,428,65864,10
32,429,65940,128
32,429,65980,128
32,429,66018,10
32,430,66094,128
32,430,66133,128
32,430,66171,4
32,431,66248,128
32,431,66288,128
32,431,66326,9
32,432,66402,128
32,432,66440,128
32,432,66479,9
32,433,66555,128
32,433,66594,128
32,433,66633,10
32,434,66710,128
32,434,66748,128
32,434,66786,6
32,435,66864,128
32,435,66902,128
32,435,66940,5
32,436,67016,128
32,436,67056,128
32,436,67094,11
32,437,67170,128
32,437,67210,128
32,437,67247,10
32,438,67324,128
32,438,67362,128
32,438,67401,10
32,439,67478,128
32,439,67516,128
32,439,67555,7
32,440,67632,128
32,440,67670,128
32,440,67709,13
32,441,67785,128
32,441,67825,128
32,441,67862,10
32,442,67939,128
32,442,67977,128
32,442,68017,10
32,443,68093,128
32,443,68131,128
32,443,68170,10
32,444,68246,128
32,444,68285,128
32,444,68323,11
32,445,68399,128
32,445,68439,128
32,445,68477,8
32,446,68553,128
32,446,68593,128
32,446,68631,7
32,447,68707,128
32,447,68747,128
32,447,68785,12
32,448,68861,128
32,448,68899,128
32,448,68938,8
32,449,69015,128
32,449,69053,128
32,449,69093,14
32,450,69168,128
32,450,69207,128
32,450,69246,9
32,451,69322,128
32,451,69362,128
32,451,69399,13
32,452,69476,128
32,452,69514,128
32,452,69553,12
32,453,69629,128
32,453,69669,128
32,453,69707,8
32,454,69783,128
32,454,69823,128
32,454,69860,11
32,455,69937,128
32,455,69976,128
32,455,70014,12
32,456,70091,128
32,456,70130,128
32,456,70168,15
32,457,70244,128
32,457,70283,128
32,457,70322,7
32,458,70398,128
32,458,70436,128
32,458,70476,7
32,459,70551,128
32,459,70590,128
32,459,70630,10
32,460,70705,128
32,460,70744,128
32,460,70783,14
32,461,70859,128
32,461,70898,128
32,461,70936,14
32,462,71013,128
32,462,71052,128
32,462,71090,11
32,463,71166,128
32,463,71205,128
32,463,71244,15
32,464,71321,128
32,464,71359,128
32,464,71398,6
32,465,71475,128
32,465,71513,128
32,465,71551,8
32,466,71628,128
32,466,71667,128
32,466,71705,11
32,467,71781,128
32,467,71820,128
32,467,71858,9
32,468,71935,128
32,468,71973,128
32,468,72012,11
32,469,72088,128
32,469,72127,128
32,469,72166,11
32,470,72242,128
32,470,72281,128
32,470,72319,9
32,471,72396,128
32,471,72435,128
32,471,72473,12
32,472,72550,128
32,472,72588,128
32,472,72627,12
32,473,72704,128
32,473,72742,128
32,473,72781,17
32,474,72857,128
32,474,72896,128
32,474,72934,16
32,475,73011,128
32,475,73050,128
32,475,73088,16
32,476,73164,128
32,476,73204,128
32,476,73242,11
32,477,73318,128
32,477,73358,128
32,477,73396,12
32,478,73472,128
32,478,73512,128
32,478,73549,11
32,479,73626,128
32,479,73665,128
32,479,73703,5
32,480,73780,128
32,480,73818,128
32,480,73857,15
32,481,73934,128
32,481,73972,128
32,481,74010,8
32,482,74087,128
32,482,74126,128
32,482,74165,7
32,483,74241,128
32,483,74280,128
32,483,74319,9
32,484,74394,128
32,484,74434,128
32,484,74473,11
32,485,74548,128
32,485,74588,128
32,485,74625,3
32,486,74702,128
32,486,74740,128
32,486,74780,8
32,487,74856,128
32,487,74894,128
32,487,74933,9
32,488,75010,128
32,488,75049,128
32,488,75086,8
32,489,75163,128
32,489,75201,128
32,489,75240,8
32,490,75317,128
32,490,75356,128
32,490,75393,5
32,491,75470,128
32,491,75509,128
32,491,75547,13
32,492,75623,128
32,492,75663,128
32,492,75701,11
32,493,75778,128
32,493,75817,128
32,493,75855,9
32,494,75931,128
32,494,75970,128
32,494,76009,6
32,495,76085,128
32,495,76125,128
32,495,76163,13
32,496,76239,128
32,496,76277,128
32,496,76316,6
32,497,76392,128
32,497,76431,128
32,497,76471,5
32,498,76546,128
32,498,76585,128
32,499,76699,128
32,499,76739,128
32,499,76776,6
32,500,76852,128
32,500,76892,128
32,500,76930,9
32,501,77007,128
32,501,77045,128
32,501,77084,13
32,502,77160,128
32,502,77198,128
32,502,77238,13
32,503,77314,128
32,503,77352,128
32,503,77391,13
32,504,77467,128
32,504,77507,128
32,504,77544,13
32,505,77621,128
32,505,77660,128
32,505,77698,15
32,506,77774,128
32,506,77814,128
32,506,77852,17
32,507,77928,128
32,507,77967,128
32,507,78006,10
32,508,78082,128
32,508,78122,128
32,508,78159,9
32,509,78236,128
32,509,78274,128
32,509,78313,7
32,510,78389,128
32,510,78428,128
32,510,78467,11
32,511,78544,128
32,511,78582,128
32,511,78621,16
32,512,78697,128
32,512,78736,128
32,512,78775,13
32,513,78851,128
32,513,78890,128
32,513,78928,12
32,514,79005,128
32,514,79043,128
32,514,79082,7
32,515,79158,128
32,515,79197,128
32,515,79235,9
