frame_nr,latency [ms]
1.0,0.373
2.0,0.177
4.0,0.186
5.0,0.19
7.0,0.159
8.0,0.167
10.0,0.187
11.0,0.181
14.0,0.183
15.0,0.183
16.0,1.423
17.0,0.17
18.0,0.321
19.0,0.196
20.0,0.167
21.0,0.19
22.0,0.159
23.0,0.176
24.0,0.161
25.0,0.18
26.0,1.439
28.0,0.14200000000000002
29.0,0.164
30.0,0.155
31.0,0.16
32.0,0.147
34.0,0.154
35.0,0.16
36.0,0.178
37.0,0.153
38.0,0.159
40.0,0.17500000000000002
41.0,0.17500000000000002
43.0,0.164
44.0,0.176
46.0,1.401
47.0,0.166
48.0,0.148
49.0,0.151
50.0,0.452
51.0,0.166
53.0,0.153
54.0,0.177
55.0,0.225
56.0,1.411
57.0,0.184
58.0,0.171
59.0,0.158
60.0,0.176
61.0,0.17500000000000002
63.0,0.177
64.0,0.178
65.0,0.161
66.0,0.177
67.0,0.179
68.0,0.169
69.0,0.17300000000000001
70.0,0.178
73.0,0.179
74.0,0.161
75.0,0.178
77.0,0.181
78.0,0.171
79.0,0.18
80.0,0.177
81.0,0.179
82.0,0.176
83.0,0.17300000000000001
84.0,0.179
85.0,0.163
86.0,0.17200000000000001
87.0,0.177
89.0,1.415
90.0,1.3960000000000001
91.0,0.18
92.0,0.177
95.0,0.178
96.0,0.149
98.0,0.197
99.0,0.17200000000000001
100.0,0.17400000000000002
101.0,0.178
102.0,0.163
103.0,0.17300000000000001
105.0,0.159
107.0,1.409
109.0,0.177
110.0,0.168
112.0,0.159
113.0,1.395
114.0,0.16
115.0,0.156
116.0,0.178
118.0,0.181
119.0,0.159
120.0,0.162
121.0,0.17500000000000002
124.0,0.154
127.0,0.181
128.0,0.178
129.0,0.151
130.0,0.153
132.0,0.153
133.0,0.171
135.0,0.17400000000000002
136.0,0.177
137.0,1.413
138.0,0.149
139.0,0.17300000000000001
140.0,0.17500000000000002
141.0,0.177
142.0,0.178
143.0,0.18
144.0,1.42
145.0,0.18
146.0,0.184
150.0,0.17
151.0,0.179
152.0,0.435
153.0,0.169
155.0,0.16
156.0,0.215
158.0,0.169
159.0,0.147
160.0,0.17500000000000002
161.0,0.152
162.0,0.153
163.0,0.154
164.0,1.4000000000000001
165.0,0.165
167.0,0.15
170.0,0.163
171.0,0.148
172.0,0.161
173.0,0.159
174.0,0.148
175.0,0.17300000000000001
177.0,1.331
178.0,0.17
180.0,0.166
181.0,0.162
182.0,0.177
183.0,0.17300000000000001
184.0,0.176
185.0,0.177
186.0,0.17300000000000001
187.0,0.17
188.0,0.17300000000000001
189.0,0.17400000000000002
190.0,0.176
191.0,1.409
192.0,0.17300000000000001
193.0,0.17500000000000002
196.0,0.154
197.0,0.154
198.0,0.159
199.0,0.152
200.0,0.15
201.0,1.3980000000000001
202.0,0.147
204.0,0.14400000000000002
205.0,0.151
206.0,0.154
208.0,0.16
209.0,0.155
210.0,0.17300000000000001
211.0,0.504
213.0,0.17500000000000002
214.0,0.165
217.0,0.251
218.0,1.425
219.0,0.17300000000000001
220.0,0.153
221.0,0.187
222.0,1.335
223.0,0.16
225.0,0.17400000000000002
227.0,0.181
230.0,0.183
231.0,0.16
232.0,0.176
233.0,0.17500000000000002
234.0,0.156
236.0,0.151
237.0,0.171
241.0,0.15
242.0,0.155
243.0,0.155
244.0,0.17300000000000001
245.0,0.147
246.0,0.151
247.0,0.158
248.0,0.146
249.0,0.191
252.0,1.387
254.0,0.181
255.0,1.425
256.0,0.158
257.0,0.145
258.0,0.15
259.0,0.178
261.0,0.178
263.0,0.17400000000000002
264.0,0.181
265.0,0.165
266.0,0.176
267.0,0.165
268.0,0.164
269.0,0.164
270.0,0.157
271.0,0.178
274.0,0.154
275.0,0.157
276.0,0.154
278.0,0.153
280.0,0.155
281.0,0.157
282.0,0.16
283.0,0.149
285.0,0.14300000000000002
287.0,0.163
288.0,0.153
289.0,0.14200000000000002
290.0,0.15
292.0,0.14400000000000002
293.0,0.153
296.0,0.193
298.0,0.171
299.0,1.381
300.0,0.17200000000000001
301.0,0.16
302.0,0.164
303.0,0.17200000000000001
304.0,0.16
305.0,0.157
306.0,0.17
307.0,0.18
309.0,0.169
310.0,0.168
311.0,0.163
312.0,0.17300000000000001
313.0,0.166
314.0,0.201
315.0,0.167
316.0,0.177
319.0,0.18
320.0,0.171
321.0,0.168
322.0,0.163
323.0,1.426
324.0,0.193
325.0,0.521
328.0,0.163
330.0,0.188
331.0,0.19
332.0,0.17
333.0,1.414
335.0,0.218
336.0,0.185
337.0,0.186
338.0,0.178
340.0,0.17500000000000002
341.0,0.162
342.0,0.329
343.0,1.408
344.0,0.18
345.0,0.185
347.0,0.158
348.0,0.165
349.0,0.164
350.0,1.407
351.0,0.177
352.0,0.185
353.0,0.17200000000000001
354.0,0.195
355.0,0.161
356.0,0.17300000000000001
357.0,0.17
359.0,0.163
360.0,1.3880000000000001
363.0,0.159
365.0,0.17200000000000001
367.0,0.184
368.0,0.165
369.0,0.186
370.0,0.185
371.0,0.203
372.0,0.159
373.0,0.152
374.0,0.178
375.0,0.146
376.0,0.148
377.0,0.17500000000000002
379.0,0.17300000000000001
381.0,0.17
382.0,0.168
383.0,0.147
384.0,0.177
385.0,0.156
386.0,0.152
387.0,1.399
388.0,0.168
389.0,0.145
391.0,0.17500000000000002
392.0,0.169
393.0,0.155
394.0,0.154
395.0,1.426
396.0,0.155
397.0,0.151
398.0,0.147
401.0,0.14400000000000002
402.0,0.17
404.0,0.151
405.0,0.17300000000000001
406.0,0.171
407.0,0.17400000000000002
409.0,0.164
411.0,0.15
413.0,0.167
415.0,0.159
416.0,0.186
417.0,0.155
418.0,0.189
419.0,0.185
420.0,0.17400000000000002
421.0,0.2
422.0,0.178
424.0,0.165
425.0,0.169
429.0,0.17400000000000002
430.0,0.179
431.0,1.4000000000000001
432.0,0.182
436.0,0.15
437.0,0.17200000000000001
439.0,0.17400000000000002
440.0,0.147
441.0,1.433
442.0,0.16
443.0,0.17300000000000001
444.0,0.167
445.0,0.149
446.0,0.147
447.0,0.17400000000000002
448.0,0.248
449.0,0.159
453.0,0.149
454.0,0.159
455.0,0.177
456.0,0.164
457.0,0.169
459.0,0.162
460.0,0.28200000000000003
461.0,1.395
462.0,0.163
463.0,0.19
464.0,0.164
465.0,0.191
466.0,0.166
467.0,0.157
468.0,0.163
469.0,0.187
470.0,0.166
471.0,0.17500000000000002
472.0,0.167
474.0,0.191
475.0,0.17
476.0,0.179
477.0,0.192
478.0,0.184
479.0,0.186
480.0,0.18
481.0,0.16
482.0,0.164
483.0,0.17500000000000002
484.0,0.195
485.0,0.157
486.0,0.189
489.0,0.164
490.0,0.161
491.0,0.171
492.0,0.164
493.0,0.18
494.0,0.17400000000000002
495.0,0.139
496.0,0.188
497.0,0.189
498.0,0.193
499.0,1.423
500.0,0.178
502.0,0.154
503.0,0.178
504.0,0.168
505.0,0.17300000000000001
506.0,0.189
507.0,0.177
508.0,0.19
509.0,0.177
511.0,0.158
513.0,0.189
514.0,0.191
515.0,1.35
516.0,0.185
518.0,0.16
519.0,0.184
520.0,0.183
521.0,0.161
522.0,0.177
523.0,0.197
524.0,0.17
525.0,0.17200000000000001
526.0,0.17
