sample,frame_nr,latency [ms]
8.0,0.0,47.752
8.0,1.0,0.295
8.0,2.0,46.507
8.0,3.0,47.743
8.0,4.0,47.678000000000004
8.0,5.0,46.442
8.0,6.0,47.738
8.0,7.0,0.297
8.0,8.0,0.317
8.0,9.0,47.752
8.0,10.0,47.679
8.0,11.0,47.726
8.0,12.0,47.752
8.0,13.0,47.730000000000004
8.0,14.0,47.71
8.0,15.0,46.504
8.0,16.0,47.674
8.0,17.0,47.684
8.0,18.0,47.718
8.0,19.0,47.715
8.0,20.0,47.755
8.0,21.0,47.722
8.0,22.0,46.586
8.0,23.0,47.788000000000004
8.0,24.0,47.76
8.0,25.0,47.695
8.0,26.0,47.747
8.0,27.0,47.672000000000004
8.0,28.0,46.421
8.0,29.0,47.731
8.0,30.0,47.715
8.0,31.0,47.724000000000004
8.0,32.0,46.479
8.0,33.0,47.656
8.0,34.0,47.648
8.0,35.0,46.482
8.0,36.0,47.737
8.0,37.0,47.713
8.0,38.0,47.641
8.0,39.0,46.416000000000004
8.0,40.0,47.711
8.0,41.0,47.715
8.0,42.0,46.487
8.0,43.0,47.737
8.0,44.0,47.671
8.0,45.0,46.507
8.0,46.0,47.746
8.0,47.0,47.739000000000004
8.0,48.0,47.717
8.0,49.0,46.479
8.0,50.0,47.713
8.0,51.0,47.732
8.0,52.0,46.501
8.0,53.0,47.763
8.0,54.0,47.736000000000004
8.0,55.0,46.444
8.0,56.0,47.745
8.0,57.0,47.732
8.0,58.0,47.722
8.0,59.0,46.484
8.0,60.0,47.754
8.0,61.0,47.663000000000004
8.0,62.0,46.483000000000004
8.0,63.0,0.34
8.0,64.0,47.689
8.0,65.0,46.484
8.0,66.0,47.776
8.0,67.0,47.72
8.0,68.0,47.666000000000004
8.0,69.0,46.478
8.0,70.0,47.699
8.0,71.0,47.881
8.0,72.0,46.423
8.0,73.0,47.677
8.0,74.0,47.71
8.0,75.0,47.697
8.0,76.0,47.722
8.0,77.0,47.879
8.0,78.0,47.678000000000004
8.0,79.0,46.528
8.0,80.0,47.729
8.0,81.0,47.714
8.0,82.0,47.71
8.0,83.0,46.493
8.0,84.0,47.677
8.0,85.0,0.319
8.0,86.0,47.711
8.0,87.0,47.694
8.0,88.0,46.451
8.0,89.0,47.667
8.0,90.0,47.68
8.0,91.0,47.7
8.0,92.0,47.733000000000004
8.0,93.0,0.545
8.0,94.0,47.755
8.0,95.0,47.654
8.0,96.0,46.521
8.0,97.0,47.715
8.0,98.0,47.702
8.0,99.0,0.3
8.0,100.0,47.71
8.0,101.0,47.654
8.0,102.0,47.702
8.0,103.0,46.480000000000004
8.0,104.0,47.719
8.0,105.0,47.733000000000004
8.0,106.0,46.474000000000004
8.0,107.0,47.714
8.0,108.0,0.324
8.0,109.0,46.488
8.0,110.0,47.711
8.0,111.0,47.697
8.0,112.0,46.423
8.0,113.0,47.727000000000004
8.0,114.0,47.71
8.0,115.0,47.713
8.0,116.0,46.467
8.0,117.0,47.689
8.0,118.0,47.660000000000004
8.0,119.0,47.718
8.0,120.0,46.459
8.0,121.0,47.716
8.0,122.0,47.733000000000004
8.0,123.0,0.307
8.0,124.0,47.725
8.0,125.0,47.704
8.0,126.0,46.486000000000004
8.0,127.0,47.712
8.0,128.0,47.708
8.0,129.0,47.694
8.0,130.0,46.503
8.0,131.0,47.761
8.0,132.0,47.717
8.0,133.0,46.465
8.0,134.0,47.705
8.0,135.0,47.660000000000004
8.0,136.0,47.733000000000004
8.0,137.0,47.71
8.0,138.0,47.738
8.0,139.0,47.757
8.0,140.0,46.406
8.0,141.0,47.717
8.0,142.0,47.708
8.0,143.0,47.722
8.0,144.0,47.755
8.0,145.0,47.648
8.0,146.0,47.663000000000004
8.0,147.0,47.779
8.0,148.0,47.756
8.0,149.0,47.698
8.0,150.0,0.316
8.0,151.0,47.660000000000004
8.0,152.0,47.71
8.0,153.0,47.738
8.0,154.0,46.475
8.0,155.0,47.668
8.0,156.0,47.708
8.0,157.0,47.674
8.0,158.0,47.701
8.0,159.0,47.718
8.0,160.0,46.485
8.0,161.0,47.748
8.0,162.0,47.707
8.0,163.0,46.473
8.0,164.0,47.725
8.0,165.0,47.721000000000004
8.0,166.0,47.698
8.0,167.0,46.478
8.0,168.0,47.711
8.0,169.0,47.645
8.0,170.0,46.475
8.0,171.0,47.711
8.0,172.0,47.714
8.0,173.0,47.661
8.0,174.0,46.414
8.0,175.0,47.718
8.0,176.0,47.729
8.0,177.0,47.72
8.0,178.0,47.707
8.0,179.0,47.648
8.0,180.0,46.525
8.0,181.0,47.723
8.0,182.0,47.737
8.0,183.0,47.736000000000004
8.0,184.0,46.489000000000004
8.0,185.0,47.671
8.0,186.0,47.741
8.0,187.0,46.491
8.0,188.0,47.737
8.0,189.0,47.706
8.0,190.0,46.473
8.0,191.0,47.679
8.0,192.0,47.742000000000004
8.0,193.0,47.701
8.0,194.0,46.488
8.0,195.0,47.714
8.0,196.0,47.716
8.0,197.0,47.706
8.0,198.0,46.485
8.0,199.0,47.746
8.0,200.0,0.528
8.0,201.0,47.803000000000004
8.0,202.0,47.639
8.0,203.0,47.709
8.0,204.0,46.478
8.0,205.0,47.748
8.0,206.0,47.702
8.0,207.0,46.514
8.0,208.0,0.342
8.0,209.0,47.713
8.0,210.0,47.893
8.0,211.0,46.496
8.0,212.0,47.747
8.0,213.0,47.671
8.0,214.0,46.489000000000004
8.0,215.0,47.732
8.0,216.0,47.735
8.0,217.0,46.447
8.0,218.0,47.807
8.0,219.0,47.695
8.0,220.0,47.708
8.0,221.0,46.480000000000004
8.0,222.0,47.692
8.0,223.0,47.774
8.0,224.0,47.724000000000004
8.0,225.0,47.71
8.0,226.0,47.741
8.0,227.0,46.497
8.0,228.0,47.751
8.0,229.0,47.735
8.0,230.0,47.653
8.0,231.0,46.418
8.0,232.0,47.728
8.0,233.0,47.745
8.0,234.0,47.721000000000004
8.0,235.0,46.482
8.0,236.0,47.682
8.0,237.0,47.705
8.0,238.0,47.728
8.0,239.0,47.746
8.0,240.0,47.734
8.0,241.0,46.439
8.0,242.0,47.687
8.0,243.0,47.719
8.0,244.0,47.734
8.0,245.0,46.506
8.0,246.0,47.74
8.0,247.0,47.668
8.0,248.0,46.417
8.0,249.0,47.75
8.0,250.0,47.727000000000004
8.0,251.0,46.488
8.0,252.0,47.724000000000004
8.0,253.0,0.313
8.0,254.0,47.664
8.0,255.0,47.715
8.0,256.0,47.709
8.0,257.0,47.712
8.0,258.0,46.486000000000004
8.0,259.0,47.72
8.0,260.0,47.742000000000004
8.0,261.0,46.473
8.0,262.0,47.712
8.0,263.0,47.696
8.0,264.0,47.658
8.0,265.0,46.453
8.0,266.0,47.714
8.0,267.0,47.662
8.0,268.0,46.474000000000004
8.0,269.0,47.658
8.0,270.0,47.638
8.0,271.0,47.692
8.0,272.0,47.706
8.0,273.0,47.709
8.0,274.0,47.697
8.0,275.0,46.409
8.0,276.0,47.708
8.0,277.0,47.704
8.0,278.0,46.477000000000004
8.0,279.0,47.717
8.0,280.0,47.701
8.0,281.0,46.434
8.0,282.0,46.476
8.0,283.0,47.715
8.0,284.0,47.71
8.0,285.0,46.486000000000004
8.0,286.0,47.646
8.0,287.0,47.729
8.0,288.0,47.732
8.0,289.0,46.469
8.0,290.0,47.694
8.0,291.0,47.704
8.0,292.0,46.431000000000004
8.0,293.0,47.648
8.0,294.0,47.679
8.0,295.0,46.498
8.0,296.0,47.72
8.0,297.0,47.712
8.0,298.0,46.441
8.0,299.0,47.732
8.0,300.0,47.709
8.0,301.0,47.726
8.0,302.0,47.709
8.0,303.0,46.405
8.0,304.0,47.752
8.0,305.0,46.484
8.0,306.0,47.711
8.0,307.0,47.711
8.0,308.0,46.471000000000004
8.0,309.0,47.659
8.0,310.0,47.7
8.0,311.0,47.682
8.0,312.0,46.496
8.0,313.0,47.703
8.0,314.0,47.669000000000004
8.0,315.0,47.653
8.0,316.0,46.488
8.0,317.0,47.731
8.0,318.0,47.717
8.0,319.0,47.742000000000004
8.0,320.0,47.725
8.0,321.0,47.729
8.0,322.0,46.482
8.0,323.0,47.737
8.0,324.0,47.732
8.0,325.0,47.728
8.0,326.0,46.427
8.0,327.0,47.737
8.0,328.0,47.712
8.0,329.0,46.473
8.0,330.0,47.68
8.0,331.0,47.723
8.0,332.0,46.484
8.0,333.0,47.768
8.0,334.0,47.718
8.0,335.0,47.701
8.0,336.0,46.474000000000004
8.0,337.0,47.648
8.0,338.0,47.639
8.0,339.0,46.47
8.0,340.0,47.728
8.0,341.0,47.724000000000004
8.0,342.0,46.483000000000004
8.0,343.0,47.677
8.0,344.0,47.72
8.0,345.0,47.725
8.0,346.0,46.524
8.0,347.0,47.749
8.0,348.0,47.647
8.0,349.0,47.628
8.0,350.0,47.709
8.0,351.0,47.707
8.0,352.0,46.472
8.0,353.0,47.715
8.0,354.0,47.648
8.0,355.0,47.708
8.0,356.0,46.476
8.0,357.0,47.718
8.0,358.0,47.698
8.0,359.0,46.494
8.0,360.0,47.658
8.0,361.0,47.699
8.0,362.0,47.697
8.0,363.0,47.681000000000004
8.0,364.0,47.708
8.0,365.0,46.416000000000004
8.0,366.0,47.711
8.0,367.0,47.697
8.0,368.0,47.724000000000004
8.0,369.0,47.723
8.0,370.0,46.474000000000004
8.0,371.0,47.677
8.0,372.0,47.682
8.0,373.0,46.518
8.0,374.0,47.733000000000004
8.0,375.0,47.729
8.0,376.0,46.501
8.0,377.0,47.718
8.0,378.0,47.732
8.0,379.0,46.499
8.0,380.0,47.703
8.0,381.0,47.74
8.0,382.0,47.674
8.0,383.0,46.535000000000004
8.0,384.0,47.799
8.0,385.0,47.738
8.0,386.0,47.736000000000004
8.0,387.0,47.74
8.0,388.0,47.673
8.0,389.0,46.598
8.0,390.0,47.747
8.0,391.0,47.723
8.0,392.0,47.729
8.0,393.0,46.442
8.0,394.0,46.441
8.0,395.0,47.739000000000004
8.0,396.0,47.741
8.0,397.0,46.474000000000004
8.0,398.0,47.687
8.0,399.0,47.668
8.0,400.0,47.755
8.0,401.0,47.773
8.0,402.0,47.934
8.0,403.0,46.504
8.0,404.0,47.742000000000004
8.0,405.0,47.685
8.0,406.0,47.736000000000004
8.0,407.0,46.504
8.0,408.0,47.743
8.0,409.0,47.729
8.0,410.0,46.444
8.0,411.0,47.751
8.0,412.0,47.736000000000004
8.0,413.0,46.52
8.0,414.0,47.741
8.0,415.0,47.739000000000004
8.0,416.0,47.664
8.0,417.0,46.499
8.0,418.0,47.743
8.0,419.0,47.732
8.0,420.0,46.503
8.0,421.0,47.688
8.0,422.0,47.668
8.0,423.0,47.729
8.0,424.0,46.502
8.0,425.0,47.728
8.0,426.0,47.742000000000004
8.0,427.0,46.498
8.0,428.0,47.74
8.0,429.0,47.676
8.0,430.0,46.497
8.0,431.0,47.748
8.0,432.0,47.727000000000004
8.0,433.0,47.674
8.0,434.0,46.499
8.0,435.0,47.712
8.0,436.0,47.734
8.0,437.0,46.507
8.0,438.0,47.676
8.0,439.0,47.703
8.0,440.0,46.508
8.0,441.0,47.725
8.0,442.0,47.743
8.0,443.0,47.729
8.0,444.0,46.415
8.0,445.0,47.674
8.0,446.0,47.733000000000004
8.0,447.0,46.505
8.0,448.0,47.742000000000004
8.0,449.0,47.735
8.0,450.0,47.667
8.0,451.0,47.74
8.0,452.0,47.776
8.0,453.0,47.744
8.0,454.0,46.553000000000004
8.0,455.0,47.678000000000004
8.0,456.0,47.67
8.0,457.0,46.501
8.0,458.0,47.742000000000004
8.0,459.0,47.731
8.0,460.0,46.504
8.0,461.0,47.681000000000004
8.0,462.0,47.801
8.0,463.0,47.741
8.0,464.0,46.495
8.0,465.0,47.74
8.0,466.0,47.739000000000004
8.0,467.0,46.453
8.0,468.0,47.729
8.0,469.0,47.747
8.0,470.0,46.58
8.0,471.0,46.495
8.0,472.0,47.678000000000004
8.0,473.0,47.733000000000004
8.0,474.0,46.5
8.0,475.0,47.748
8.0,476.0,47.745
8.0,477.0,47.729
8.0,478.0,46.431000000000004
8.0,479.0,47.741
8.0,480.0,46.502
8.0,481.0,47.724000000000004
8.0,482.0,47.739000000000004
8.0,483.0,47.728
8.0,484.0,47.668
8.0,485.0,46.49
8.0,486.0,47.731
8.0,487.0,47.736000000000004
8.0,488.0,46.491
8.0,489.0,47.726
8.0,490.0,46.486000000000004
8.0,491.0,47.722
8.0,492.0,47.719
8.0,493.0,47.735
8.0,494.0,46.496
8.0,495.0,46.44
8.0,496.0,47.738
8.0,497.0,47.731
8.0,498.0,0.307
8.0,499.0,47.732
8.0,500.0,47.677
8.0,501.0,46.444
8.0,502.0,47.769
8.0,503.0,47.741
8.0,504.0,46.506
8.0,505.0,47.744
8.0,506.0,47.675000000000004
8.0,507.0,47.721000000000004
8.0,508.0,46.5
8.0,509.0,47.742000000000004
8.0,510.0,47.732
8.0,511.0,46.505
8.0,512.0,47.683
8.0,513.0,47.729
8.0,514.0,47.729
8.0,515.0,47.754
8.0,516.0,47.735
8.0,517.0,47.725
8.0,518.0,47.738
8.0,519.0,47.739000000000004
8.0,520.0,47.728
8.0,521.0,46.495
8.0,522.0,47.733000000000004
8.0,523.0,47.676
8.0,524.0,47.739000000000004
8.0,525.0,46.494
8.0,526.0,86399959.11
