sample,frame_nr,latency [ms]
32.0,0.0,11.948
32.0,1.0,0.17400000000000002
32.0,2.0,11.69
32.0,3.0,12.009
32.0,4.0,12.009
32.0,5.0,11.704
32.0,6.0,11.954
32.0,7.0,0.17200000000000001
32.0,8.0,0.177
32.0,9.0,12.015
32.0,10.0,11.969
32.0,11.0,12.056000000000001
32.0,12.0,12.01
32.0,13.0,12.025
32.0,14.0,12.004
32.0,15.0,11.696
32.0,16.0,11.967
32.0,17.0,12.013
32.0,18.0,12.008000000000001
32.0,19.0,12.033
32.0,20.0,12.005
32.0,21.0,12.030000000000001
32.0,22.0,11.698
32.0,23.0,12.02
32.0,24.0,11.950000000000001
32.0,25.0,12.01
32.0,26.0,12.02
32.0,27.0,12.032
32.0,28.0,11.700000000000001
32.0,29.0,11.998000000000001
32.0,30.0,12.024000000000001
32.0,31.0,12.01
32.0,32.0,11.758000000000001
32.0,33.0,12.024000000000001
32.0,34.0,12.001
32.0,35.0,11.696
32.0,36.0,12.026
32.0,37.0,12.065
32.0,38.0,11.989
32.0,39.0,11.691
32.0,40.0,11.985
32.0,41.0,11.965
32.0,42.0,11.764000000000001
32.0,43.0,12.036
32.0,44.0,12.017
32.0,45.0,11.697000000000001
32.0,46.0,12.02
32.0,47.0,12.017
32.0,48.0,12.002
32.0,49.0,11.715
32.0,50.0,12.025
32.0,51.0,12.023
32.0,52.0,11.695
32.0,53.0,12.031
32.0,54.0,12.086
32.0,55.0,11.652000000000001
32.0,56.0,11.976
32.0,57.0,12.012
32.0,58.0,12.018
32.0,59.0,11.682
32.0,60.0,11.953
32.0,61.0,11.991
32.0,62.0,11.702
32.0,63.0,0.185
32.0,64.0,11.987
32.0,65.0,11.695
32.0,66.0,12.025
32.0,67.0,12.029
32.0,68.0,11.955
32.0,69.0,11.714
32.0,70.0,12.036
32.0,71.0,12.014000000000001
32.0,72.0,11.718
32.0,73.0,12.033
32.0,74.0,11.979000000000001
32.0,75.0,12.015
32.0,76.0,12.027000000000001
32.0,77.0,12.013
32.0,78.0,11.967
32.0,79.0,11.688
32.0,80.0,12.028
32.0,81.0,12.026
32.0,82.0,11.989
32.0,83.0,11.674
32.0,84.0,12.048
32.0,85.0,0.165
32.0,86.0,12.02
32.0,87.0,11.942
32.0,88.0,11.682
32.0,89.0,12.032
32.0,90.0,12.028
32.0,91.0,12.044
32.0,92.0,12.038
32.0,93.0,0.168
32.0,94.0,12.028
32.0,95.0,12.017
32.0,96.0,11.736
32.0,97.0,12.011000000000001
32.0,98.0,12.024000000000001
32.0,99.0,0.161
32.0,100.0,11.979000000000001
32.0,101.0,12.02
32.0,102.0,11.987
32.0,103.0,11.700000000000001
32.0,104.0,11.968
32.0,105.0,12.007
32.0,106.0,11.719
32.0,107.0,12.034
32.0,108.0,0.182
32.0,109.0,11.713000000000001
32.0,110.0,12.028
32.0,111.0,12.027000000000001
32.0,112.0,11.719
32.0,113.0,11.965
32.0,114.0,12.028
32.0,115.0,11.972
32.0,116.0,11.703
32.0,117.0,12.023
32.0,118.0,11.965
32.0,119.0,11.971
32.0,120.0,11.715
32.0,121.0,12.006
32.0,122.0,11.946
32.0,123.0,0.168
32.0,124.0,12.019
32.0,125.0,12.009
32.0,126.0,11.72
32.0,127.0,12.001
32.0,128.0,12.021
32.0,129.0,12.021
32.0,130.0,11.691
32.0,131.0,11.959
32.0,132.0,12.013
32.0,133.0,11.679
32.0,134.0,12.019
32.0,135.0,12.023
32.0,136.0,11.991
32.0,137.0,12.02
32.0,138.0,12.021
32.0,139.0,12.072000000000001
32.0,140.0,11.736
32.0,141.0,12.023
32.0,142.0,12.004
32.0,143.0,11.952
32.0,144.0,12.077
32.0,145.0,12.003
32.0,146.0,11.969
32.0,147.0,11.99
32.0,148.0,11.974
32.0,149.0,12.019
32.0,150.0,0.155
32.0,151.0,12.031
32.0,152.0,12.016
32.0,153.0,12.054
32.0,154.0,11.702
32.0,155.0,12.02
32.0,156.0,12.009
32.0,157.0,11.977
32.0,158.0,12.018
32.0,159.0,12.009
32.0,160.0,11.705
32.0,161.0,12.017
32.0,162.0,11.964
32.0,163.0,11.723
32.0,164.0,11.995000000000001
32.0,165.0,12.02
32.0,166.0,11.949
32.0,167.0,11.764000000000001
32.0,168.0,12.027000000000001
32.0,169.0,12.007
32.0,170.0,11.695
32.0,171.0,11.971
32.0,172.0,12.02
32.0,173.0,11.976
32.0,174.0,11.709
32.0,175.0,12.062
32.0,176.0,12.018
32.0,177.0,12.038
32.0,178.0,12.01
32.0,179.0,12.01
32.0,180.0,11.715
32.0,181.0,12.029
32.0,182.0,12.008000000000001
32.0,183.0,12.029
32.0,184.0,11.743
32.0,185.0,11.96
32.0,186.0,12.01
32.0,187.0,11.688
32.0,188.0,12.023
32.0,189.0,11.984
32.0,190.0,11.692
32.0,191.0,12.036
32.0,192.0,11.998000000000001
32.0,193.0,11.976
32.0,194.0,11.688
32.0,195.0,12.027000000000001
32.0,196.0,11.958
32.0,197.0,11.957
32.0,198.0,11.683
32.0,199.0,12.024000000000001
32.0,200.0,0.17300000000000001
32.0,201.0,12.011000000000001
32.0,202.0,12.019
32.0,203.0,12.007
32.0,204.0,11.698
32.0,205.0,12.040000000000001
32.0,206.0,11.953
32.0,207.0,11.713000000000001
32.0,208.0,0.216
32.0,209.0,12.012
32.0,210.0,11.954
32.0,211.0,11.712
32.0,212.0,12.008000000000001
32.0,213.0,12.026
32.0,214.0,11.700000000000001
32.0,215.0,12.0
32.0,216.0,12.013
32.0,217.0,11.704
32.0,218.0,12.011000000000001
32.0,219.0,11.959
32.0,220.0,11.998000000000001
32.0,221.0,11.714
32.0,222.0,12.009
32.0,223.0,12.003
32.0,224.0,11.952
32.0,225.0,11.982000000000001
32.0,226.0,12.012
32.0,227.0,11.719
32.0,228.0,12.052
32.0,229.0,12.023
32.0,230.0,12.006
32.0,231.0,11.695
32.0,232.0,11.99
32.0,233.0,11.964
32.0,234.0,12.004
32.0,235.0,11.676
32.0,236.0,12.037
32.0,237.0,12.043000000000001
32.0,238.0,11.961
32.0,239.0,12.022
32.0,240.0,11.988
32.0,241.0,11.685
32.0,242.0,11.96
32.0,243.0,12.025
32.0,244.0,12.019
32.0,245.0,11.692
32.0,246.0,12.068
32.0,247.0,12.007
32.0,248.0,11.702
32.0,249.0,12.006
32.0,250.0,11.955
32.0,251.0,11.719
32.0,252.0,11.998000000000001
32.0,253.0,0.171
32.0,254.0,11.994
32.0,255.0,11.966000000000001
32.0,256.0,12.029
32.0,257.0,12.006
32.0,258.0,11.706
32.0,259.0,11.962
32.0,260.0,12.011000000000001
32.0,261.0,11.706
32.0,262.0,12.030000000000001
32.0,263.0,12.027000000000001
32.0,264.0,11.948
32.0,265.0,11.693
32.0,266.0,12.092
32.0,267.0,12.018
32.0,268.0,11.715
32.0,269.0,11.96
32.0,270.0,12.021
32.0,271.0,12.011000000000001
32.0,272.0,12.028
32.0,273.0,11.950000000000001
32.0,274.0,11.993
32.0,275.0,11.696
32.0,276.0,12.016
32.0,277.0,11.945
32.0,278.0,11.703
32.0,279.0,12.016
32.0,280.0,12.027000000000001
32.0,281.0,11.732000000000001
32.0,282.0,11.727
32.0,283.0,12.017
32.0,284.0,12.012
32.0,285.0,11.732000000000001
32.0,286.0,12.009
32.0,287.0,12.053
32.0,288.0,11.973
32.0,289.0,11.68
32.0,290.0,12.006
32.0,291.0,12.041
32.0,292.0,11.679
32.0,293.0,12.01
32.0,294.0,11.991
32.0,295.0,11.744
32.0,296.0,11.992
32.0,297.0,12.016
32.0,298.0,11.721
32.0,299.0,12.016
32.0,300.0,11.991
32.0,301.0,12.025
32.0,302.0,12.002
32.0,303.0,11.644
32.0,304.0,11.965
32.0,305.0,11.739
32.0,306.0,12.025
32.0,307.0,12.013
32.0,308.0,11.659
32.0,309.0,11.953
32.0,310.0,12.016
32.0,311.0,11.996
32.0,312.0,11.702
32.0,313.0,12.014000000000001
32.0,314.0,12.017
32.0,315.0,12.014000000000001
32.0,316.0,11.689
32.0,317.0,11.951
32.0,318.0,12.006
32.0,319.0,12.007
32.0,320.0,12.02
32.0,321.0,12.031
32.0,322.0,11.758000000000001
32.0,323.0,12.022
32.0,324.0,11.995000000000001
32.0,325.0,12.02
32.0,326.0,11.696
32.0,327.0,12.017
32.0,328.0,12.015
32.0,329.0,11.708
32.0,330.0,12.012
32.0,331.0,12.004
32.0,332.0,11.694
32.0,333.0,12.019
32.0,334.0,12.023
32.0,335.0,11.942
32.0,336.0,11.728
32.0,337.0,12.018
32.0,338.0,12.001
32.0,339.0,11.734
32.0,340.0,11.995000000000001
32.0,341.0,12.003
32.0,342.0,11.686
32.0,343.0,12.015
32.0,344.0,12.033
32.0,345.0,11.987
32.0,346.0,11.68
32.0,347.0,11.986
32.0,348.0,11.956
32.0,349.0,12.014000000000001
32.0,350.0,11.987
32.0,351.0,12.013
32.0,352.0,11.689
32.0,353.0,12.013
32.0,354.0,11.995000000000001
32.0,355.0,12.008000000000001
32.0,356.0,11.692
32.0,357.0,11.99
32.0,358.0,12.007
32.0,359.0,11.687
32.0,360.0,12.028
32.0,361.0,12.011000000000001
32.0,362.0,12.012
32.0,363.0,12.009
