sample,frame_nr,latency [ms]
64.0,251.0,6.089
64.0,252.0,6.219
64.0,253.0,0.299
64.0,254.0,6.191
64.0,255.0,6.2010000000000005
64.0,256.0,6.211
64.0,257.0,6.19
64.0,258.0,6.025
64.0,259.0,6.21
64.0,260.0,6.189
64.0,261.0,6.015000000000001
64.0,262.0,6.208
64.0,263.0,6.194
64.0,264.0,6.2090000000000005
64.0,265.0,6.017
64.0,266.0,6.206
64.0,267.0,6.202
64.0,268.0,6.086
64.0,269.0,6.202
64.0,270.0,6.139
64.0,271.0,6.183
64.0,272.0,6.21
64.0,273.0,6.206
64.0,274.0,6.196
64.0,275.0,6.011
64.0,276.0,6.214
64.0,277.0,6.189
64.0,278.0,6.047
64.0,279.0,6.208
64.0,280.0,6.218
64.0,281.0,6.086
64.0,282.0,6.027
64.0,283.0,6.195
64.0,284.0,6.199
64.0,285.0,6.066
64.0,286.0,6.218
64.0,287.0,6.232
64.0,288.0,6.2
64.0,289.0,6.082
64.0,290.0,6.208
64.0,291.0,6.199
64.0,292.0,6.031
64.0,293.0,6.196
64.0,294.0,6.191
64.0,295.0,6.017
64.0,296.0,6.218
64.0,297.0,6.239
64.0,298.0,6.085
64.0,299.0,6.204
64.0,300.0,6.196
64.0,301.0,6.2
64.0,302.0,6.1930000000000005
64.0,303.0,6.027
64.0,304.0,6.206
64.0,305.0,6.069
64.0,306.0,6.2090000000000005
64.0,307.0,6.194
64.0,308.0,6.009
64.0,309.0,6.213
64.0,310.0,6.21
64.0,311.0,6.203
64.0,312.0,6.046
64.0,313.0,6.21
64.0,314.0,6.196
64.0,315.0,6.198
64.0,316.0,5.9990000000000006
64.0,317.0,6.187
64.0,318.0,6.206
64.0,319.0,6.219
64.0,320.0,6.205
64.0,321.0,6.196
64.0,322.0,6.069
64.0,323.0,6.2410000000000005
64.0,324.0,6.147
64.0,325.0,6.206
64.0,326.0,6.081
64.0,327.0,6.196
64.0,328.0,6.188
64.0,329.0,6.031
64.0,330.0,6.208
64.0,331.0,6.215
64.0,332.0,6.046
64.0,333.0,6.2010000000000005
