frame,mean error,min,max
310,0.0035775871640963404,7.216929350237493e-05,0.0073554949939065245
125,0.0035640346168836364,9.239798287533906e-05,0.007480364648192478
206,0.0035709662501435912,0.00014484994777954062,0.007598051360838169
230,0.0035734256477572323,7.137753635390419e-05,0.007720569064941981
248,0.0035813019784401824,5.1410577292522024e-05,0.007690138602695397
403,0.003571017164576216,9.66770321999073e-05,0.007685618791687446
299,0.003572316751571183,0.00010642519943747143,0.007249421559823595
67,0.003572108910351086,0.00010955308316477188,0.00768758985511738
229,0.003566479943997606,0.00010848450555589953,0.007554967815069139
143,0.003573924163234052,1.8779229404045006e-05,0.007587046144340094
453,0.0035669475093311003,9.162071574852132e-05,0.00757390116441424
477,0.003568850783406773,0.0001403284572731357,0.007542438562974244
343,0.003574740032054356,7.378465339993475e-05,0.007532905128054792
10,0.003573691355245755,8.500113155688327e-05,0.00787841348766985
80,0.0035724820548981074,0.00011156743893420682,0.0076360586846677325
74,0.0035687454090785374,0.00011780944645134887,0.007405205951097096
396,0.0035727504443811443,5.189565078478489e-05,0.007774915378347667
184,0.0035755675996090456,7.216929350170729e-05,0.007542922861701519
205,0.0035776720971689747,0.00013033807415854237,0.00733448686533827
270,0.003574485319579875,9.209866593334021e-05,0.007526854860375727
151,0.003576570457522672,7.046517339239923e-05,0.007482839045691111
263,0.0035709642764983856,9.553970822483247e-05,0.007703362532612421
463,0.0035742177959241267,8.115601037106867e-06,0.007680826633396641
332,0.003570687148501067,0.00010466704586233767,0.007907087227686693
422,0.0035664077185667254,5.488495785655117e-05,0.007834360578689864
411,0.0035827764232939778,9.086284765722935e-05,0.007765685736275739
449,0.0035687250634551114,0.0001093091222435407,0.007714995778516311
97,0.003582340079455734,0.00011300766581741028,0.007680826633396641
279,0.003568669185640873,0.00015232473542671195,0.00757736037229414
227,0.003570979324993158,8.58183444778919e-05,0.007559612964993272
116,0.003568573499255792,8.7814717476302e-05,0.007501440126116236
311,0.00356537441372442,0.0001093091222435407,0.007477449580607463
295,0.003568788712490928,0.00011248437887148013,0.007407622501171909
421,0.003566853415091693,4.740902086056144e-05,0.0074769399222026816
472,0.003571037485541736,5.1289083237200643e-05,0.0074891520400851095
335,0.0035701327932214635,8.206862103712724e-05,0.007382259398864084
49,0.003572937018135647,4.539429210687996e-05,0.007598051360838169
96,0.0035720871137842765,0.00010466704586233767,0.00757950164281282
50,0.0035719956402256686,0.00013673685886195105,0.0075285614664505635
304,0.0035671734929436484,5.360018490540555e-05,0.007685366816989306
368,0.003579235924685518,0.00011231916480180958,0.007407622501171909
43,0.0035743368552396365,7.389426761007916e-05,0.007599385757866492
417,0.0035737660689034285,0.00015547296617122384,0.0074385864194573634
153,0.0035779022034231832,0.00012446121733570607,0.0074891520400853645
367,0.003576020711002973,7.046517339239923e-05,0.007842810186642504
404,0.0035737235323097375,8.53832153983534e-05,0.007385871521596896
493,0.003562132906947464,0.00010476749821242334,0.007597455828130273
220,0.0035716993033594437,5.1410577292522024e-05,0.007565093872919245
187,0.0035740447408561878,0.00011650183563526047,0.007680826633396641
39,0.003577730546226259,7.422552170667938e-05,0.007321401885678105
55,0.0035683757303381467,1.8779229404045006e-05,0.007783880822773001
364,0.0035632715221174394,0.00014478782271887662,0.0074160343013283
319,0.003566033196489521,6.412678362860618e-05,0.007646527778429291
324,0.003571992562862132,3.7306847615470194e-05,0.007774915378347667
120,0.003577372914411587,0.00010221173458735443,0.007549279677442168
315,0.0035743198069646937,7.389426760927527e-05,0.00739598489468498
31,0.0035708611354492194,0.00011662924466000726,0.007657694416464212
148,0.0035659618428574495,8.520917386646933e-05,0.00739254331210244
107,0.003575323047401312,7.416444968750158e-05,0.007525899109139226
87,0.003570889770853979,6.305973058100943e-05,0.0077101690403449516
88,0.003573515251718526,6.305973058100943e-05,0.00757238503865004
173,0.0035688958306633644,8.177515395136681e-05,0.00768758985511738
191,0.003574576904676034,0.00011252623757701088,0.00768758985511738
259,0.0035668250467578424,4.539429210687996e-05,0.007475271409151593
486,0.003570642127227125,6.746589980177557e-05,0.0077101690403449516
255,0.0035780438672752247,5.360018490540555e-05,0.007648244004366251
84,0.00357132351952452,0.00011300766581741028,0.0077101690403449516
244,0.003575160794602996,0.00012307024802635374,0.0078041975186799286
129,0.0035669943458848863,7.378465339993475e-05,0.007466450174273423
61,0.0035706670038550695,8.7814717476302e-05,0.00768758985511738
42,0.0035775724113927187,0.00018137479594355465,0.007474198870728241
442,0.003572997916968612,8.59979826357833e-05,0.007758606893703018
109,0.003570192433329088,0.00013831213349852652,0.007997561032619999
130,0.0035742752515562446,9.290066800168211e-05,0.0078041975186799286
190,0.0035731265314629217,0.00010572523052915728,0.007789628102546314
517,0.0035757824892398895,4.3126359652434096e-05,0.007576711859916943
350,0.0035672776448223914,7.949967360080168e-05,0.008048938815834506
178,0.0035703595356349044,8.7814717476302e-05,0.007667360009191796
371,0.0035680092915005117,0.00010335828534807868,0.007425232997774745
446,0.0035827402086723924,0.00013236483501857034,0.007715919266951028
342,0.0035655073848828286,0.00011650183563435728,0.0075494332846795294
56,0.003577032643754814,0.0001649669749108362,0.007500626798316608
234,0.0035738444567420336,3.410986404896274e-05,0.0078041975186799286
510,0.00357031176900521,5.889307692004096e-05,0.007262104927425923
222,0.0035616459509597775,6.305973058100943e-05,0.008128763269040072
418,0.0035779863622993464,0.00014478782271887662,0.007740949208589166
170,0.003561674304437583,7.09149808702051e-05,0.007740949208589166
397,0.0035735547525712133,0.0001232768845871269,0.007394919786600339
128,0.0035664848673260512,6.746589980177557e-05,0.007685366816989306
359,0.0035680911369885336,8.206862103712724e-05,0.007602785152814048
438,0.0035698436324970878,0.00011315280455924371,0.0075941433947202585
489,0.0035688467124552438,7.378465339993475e-05,0.0074306323272819936
37,0.003572211205913815,0.00011728829531136757,0.007475440705206163
272,0.003570324931034746,8.520917386646933e-05,0.007416327892296778
318,0.0035751822255555266,6.746589980168777e-05,0.007615469242498247
175,0.0035701815521734584,9.553970822483247e-05,0.007442671712736968
64,0.0035652290132766424,5.9007719078913736e-05,0.007395640057072066
198,0.0035725489968607338,0.00011790381101976113,0.007523293012188491
497,0.0035713709292145572,0.000114713042069859,0.008183963717992728
228,0.0035722610821586754,4.9658814000062705e-05,0.007712258743408255
18,0.0035788558349437714,0.0001045407104425067,0.007881909021985831
394,0.003574359709212448,9.694566694693288e-05,0.0074306323272819936
59,0.0035725966549791568,0.00011536836789968578,0.008048938815834506
429,0.0035738184550012223,9.066139228830501e-05,0.008128763269040072
455,0.0035742478184427554,6.746589980177557e-05,0.007548577067879143
317,0.003560261916563343,0.00010546900685199071,0.007871159907903056
126,0.0035805189736599773,6.015593913788346e-05,0.007568389303827833
369,0.0035770437408803217,0.0001410699656860789,0.0075941433947202585
